"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,         0.0472267,      -3.143316012,      -1.627274091,       2.380216143,                         9,      -4.151162723,               4,      -4.710587016,   2.025487524e-07,   1.251879727e-05,                12,              14.4,       14.27898039,         0.8999051352,         -0.9144714975,                     0,      0.6633687457,      0.6999159597,                 0,       282.2598757,       300.0088588,                 0,       11994.16036,         12363.9424,                  0,        0.1480337089,         0.1435665419,                    0,          308547.5513,           330951.8485,                     0,           184.4972241,           -193.3132024,                      0,        184.4990701,         193.3132024,                   0,                126.0223367,                 147.2891778,                           0,             2.001075481e-05,              2.461941762e-11,                          nan,                      0.6830513381,                       0.7619199103,                                nan,           307.1032448,            329.4026678,                      0,            16113.50385,             17148.75475,                       0,       1.377185004,      0.5110825192,                 0,                 0,                 0,      0.7602611858,      0.7858040703,       1.241110728,                 0,      0.3711066545
           1,     0.05089485005,      -3.339045716,      -1.034512979,       2.172443467,                        10,      -3.789006672,               5,      -4.807810314,   2.587150663e-07,   1.502256521e-05,                12,             17.28,       16.99441912,         0.9431215328,           -0.91442063,                     0,      0.6748455708,      0.6998497181,                 0,       271.7971119,        300.016812,                 0,       12044.36225,        12365.13926,                  0,        0.1543808697,         0.1435766332,                    0,          297947.1637,           330955.0322,                     0,           185.4228944,           -193.2888632,                      0,        185.4211145,         193.2888632,                   0,                123.9421089,                 147.2884843,                           0,            -1.919807189e-05,             -5.170375239e-11,                          nan,                      0.6684357888,                       0.7620122645,                                nan,           296.5524774,            329.4058366,                      0,            16341.37155,             17149.40097,                       0,       2.641411168,      0.9889316016,                 0,                 0,                 0,       1.484993333,       1.501891457,       2.387333392,                 0,      0.3743951769
           2,     0.04981793331,      -3.444172161,      -1.181464821,       2.080821026,                        10,      -3.346027889,               6,      -4.596230806,   2.561161505e-07,   1.802711174e-05,                12,            20.736,       20.28130676,         0.9802200328,         -0.9143845228,                     0,      0.7021333307,      0.6998033106,                 0,       267.1999497,       300.0226551,                 0,       12151.03582,        12365.95012,                  0,         0.158426461,          0.143583252,                    0,          294926.0558,           330957.5619,                     0,           187.7951828,           -193.2723211,                      0,          187.79126,         193.2723211,                   0,                 132.909762,                 147.2875097,                           0,            -4.177618703e-05,             -3.133359128e-10,                          nan,                      0.7077526506,                       0.7620724418,                                nan,           293.5455113,            329.4083544,                      0,             16887.8976,             17149.81535,                       0,        3.85602612,       1.346638734,                 0,                 0,                 0,       2.204045863,       2.251319068,       3.407922501,                 0,      0.3492296712
           3,     0.04886625003,      -3.562476247,      -1.327557682,       1.969439878,                        10,      -2.827409481,               7,      -4.521417387,   2.547549253e-07,   2.170210843e-05,               1.2,            2.0736,       2.028130676,         0.9937781346,         -0.9143646688,                     0,      0.7259574429,      0.6997768822,                 0,       266.2539378,       300.0258573,                 0,       12191.35661,        12366.39858,                  0,        0.1595123825,         0.1435869266,                    0,          295703.5873,           330958.8644,                     0,           189.0854348,           -193.2631786,                      0,        189.0855083,         193.2631786,                   0,                143.6525032,                 147.2865057,                           0,             7.777635873e-07,             -6.762327365e-10,                          nan,                      0.7597224372,                       0.7621032978,                                nan,           294.3194032,            329.4096508,                      0,            17314.35294,             17150.03286,                       0,       5.018293481,       1.595352021,                 0,                 0,                 0,       2.922148894,       3.025154564,       4.310087865,                 0,      0.3179072781
           4,     0.04453898002,      -3.688279064,      -1.370823628,       1.834159708,                         4,      -4.807787941,               2,      -4.215321959,   2.540391258e-08,   2.169481208e-06,              1.44,           2.48832,       2.433756811,         0.9924461645,          -0.914365079,                     0,      0.7288558026,      0.6997779466,                 0,       266.8239009,       300.0258348,                 0,       12194.98055,        12366.38259,                  0,        0.1592175198,         0.1435867518,                    0,          296562.3216,           330958.9294,                     0,           189.1785169,           -193.2635006,                      0,        189.1792596,         193.2635005,                   0,                145.5182901,                  147.286678,                           0,             7.852101539e-06,              -7.42826467e-10,                          nan,                      0.7692084764,                       0.7621029197,                                nan,           295.1741177,            329.4097155,                      0,            17365.35193,             17150.02698,                       0,       5.317786588,       1.636437115,                 0,                 0,                 0,       3.108357364,       3.238496298,       4.524259315,                 0,      0.3077289936
           5,     0.04169225002,      -3.716993527,      -1.344832858,       1.801723497,                         4,      -4.333059386,               3,      -5.777645384,    3.05217234e-08,   2.605997272e-06,             1.728,          2.985984,       2.920508173,         0.9904050784,         -0.9143661791,                     0,      0.7312543339,      0.6997795235,                 0,       267.4475481,       300.0257899,                 0,       12195.57308,        12366.36359,                  0,        0.1588530442,         0.1435865526,                    0,          297443.3278,           330959.0129,                     0,           189.2213137,           -193.2640013,                      0,        189.2221526,         193.2640012,                   0,                147.2074883,                 147.2868945,                           0,             8.866062059e-06,             -8.273031149e-10,                          nan,                      0.7779611756,                       0.7621020655,                                nan,               296.051,            329.4097987,                      0,            17404.33839,             17150.02475,                       0,        5.58588045,       1.667827434,                 0,                 0,                 0,       3.276905107,       3.432735687,       4.711691252,                 0,      0.2985791494
           6,     0.04002010001,       -3.75354983,      -1.321143707,       1.761525873,                         5,      -4.838695285,               3,      -5.386981665,   3.671795533e-08,   3.130763444e-06,            2.0736,         3.5831808,       3.504609808,         0.9876848899,         -0.9143681757,                     0,      0.7329464493,      0.6997817994,                 0,       268.1258685,        300.025695,                 0,       12193.32163,        12366.33939,                  0,        0.1584214655,         0.1435863171,                    0,          298330.9219,           330959.1002,                     0,           189.2158224,           -193.2647402,                      0,        189.2163679,         193.2647401,                   0,                148.6106731,                 147.2871653,                           0,             5.765917506e-06,             -9.376983634e-10,                          nan,                       0.785400728,                       0.7621005528,                                nan,           296.9344393,            329.4098855,                      0,            17428.13518,             17150.02603,                       0,       5.784081647,       1.684525131,                 0,                 0,                 0,       3.404086586,       3.580280872,       4.845081453,                 0,      0.2912346736
           7,     0.03886643751,      -3.782276366,      -1.312747939,       1.730114687,                         5,      -4.342260219,               3,      -5.010907781,   4.424101031e-08,   3.761719577e-06,           2.48832,        4.29981696,       4.205531769,         0.9844032767,         -0.9143711642,                     0,      0.7337306801,      0.6997849456,                 0,       268.8552932,        300.025514,                 0,       12188.90035,         12366.3065,                  0,        0.1579342815,         0.1435860219,                    0,          299204.5083,            330959.166,                     0,           189.1697957,           -193.2657693,                      0,        189.1698697,         193.2657692,                   0,                149.6124136,                 147.2874964,                           0,             7.826967463e-07,              -1.07992959e-09,                          nan,                      0.7908892354,                        0.762098208,                                nan,           297.8039364,             329.409951,                      0,            17434.34588,             17150.02856,                       0,       5.877074151,       1.683065479,                 0,                 0,                 0,       3.467739003,       3.655138475,       4.900272718,                 0,      0.2863781256
           8,     0.03816975555,      -3.786204959,      -1.324013261,       1.725720133,                         6,      -4.636793114,               3,      -4.649285983,   5.339344549e-08,   4.520533709e-06,          2.985984,       5.159780352,       5.046638123,         0.9807587819,         -0.9143750514,                     0,      0.7334363736,      0.6997890701,                 0,       269.6233701,       300.0252071,                 0,       12183.39283,        12366.26023,                  0,        0.1574133504,         0.1435856314,                    0,          300035.9257,           330959.1755,                     0,            189.094122,           -193.2671165,                      0,        189.0937262,         193.2671164,                   0,                150.1037031,                 147.2878864,                           0,            -4.186144671e-06,              -1.25173194e-09,                          nan,                      0.7938058342,                       0.7620949137,                                nan,           298.6314619,            329.4099604,                      0,            17421.70542,              17150.0275,                       0,       5.849406838,       1.663697269,                 0,                 0,                 0,       3.457486718,       3.644866772,        4.86809975,                 0,      0.2844215346
           9,     0.03767504999,      -3.772370463,      -1.350716357,       1.741202485,                         6,      -4.150993544,               3,      -4.307883755,   6.408560077e-08,   5.433473918e-06,         3.5831808,       6.191736422,       6.055965748,          0.977003761,          -0.914379531,                     0,      0.7319634506,      0.6997941667,                 0,       270.4045735,       300.0247418,                 0,       12178.03796,        12366.19578,                  0,        0.1568898116,         0.1435851059,                    0,          300788.1458,           330959.0923,                     0,           188.9992248,           -193.2687708,                      0,        188.9984787,         193.2687706,                   0,                150.0022097,                 147.2883245,                           0,             -7.89575887e-06,             -1.437622688e-09,                          nan,                      0.7936688736,                       0.7620906577,                                nan,           299.3801609,            329.4098776,                      0,            17390.39634,             17150.01613,                       0,       5.720450496,       1.631907818,                 0,                 0,                 0,        3.38412903,        3.56154946,       4.764666037,                 0,      0.2852761018
