s,inc_-2.0,inc_+0.0,inc_+2.0
1.0,0.4948851188728731,0.4939394286696678,0.4934019476535334
0.9991763555880849,0.4948235399934698,0.4939502075114749,0.493478061809973
0.9983527340995095,0.49655625054552743,0.495801831383455,0.4954782244960629
0.9975292237765837,0.4980828700780729,0.4973769598856803,0.4971577197683834
0.9967057478739336,0.4992045755741242,0.49850810448135824,0.4983048680323598
0.9958823581786349,0.49925659740177614,0.49854780380676433,0.4982797206553248
0.9950590695411862,0.49849706188514953,0.4977383667598448,0.4974182205146218
0.9942358813143564,0.4976955698534084,0.4968672570726953,0.49651236777224306
0.9934127601593175,0.49763370433394977,0.4967667364329343,0.49640065021119706
0.9925896357500437,0.49949385620433334,0.49869299243754844,0.49838247026378213
0.991766438134779,0.5052007194244056,0.5045545152812542,0.5043586370482687
0.9909431306460653,0.5150251160334907,0.5144407086428919,0.514308669510035
0.9901197069258907,0.524056328572767,0.5233957295212223,0.5232340147467727
0.9892961978074488,0.5240529304259528,0.5233171381076023,0.5230947098055971
0.988472512104217,0.5171298735074645,0.5163626391037409,0.5160917102496144
0.9876487251903967,0.515093386271146,0.5143328438905966,0.5140426623352925
0.9834708899442312,0.4858041732823828,0.4850568995392938,0.4847091228675438
0.9801168333241166,0.4765730076684691,0.47584423666378184,0.47549802755205783
0.9767627765117172,0.4679608908869856,0.46725072054324224,0.46690244496171707
0.9734087202255364,0.4614152852732124,0.4607243141009428,0.4603843654112583
0.9700546637373042,0.4555884788469943,0.45491442290525375,0.45458044040077883
0.9667006078662461,0.45058559169952267,0.4499291525266199,0.4496030123782201
0.9633465512014678,0.44595674045277417,0.4453162657531715,0.44499915594458245
0.9599924954605622,0.4417721222120823,0.44114828560435254,0.44084020486800707
0.9566384392390317,0.43791606682544965,0.4373078142900812,0.43700915062543655
0.9532843827443993,0.43424648315634123,0.43365317723029456,0.4333639724544544
0.94993032642866,0.4307901350334314,0.43021285176635354,0.4299334049012671
0.9465762699658371,0.4275265673578121,0.42696341183402886,0.4266935528623181
0.9432222133382049,0.42440039286888026,0.4238520287864019,0.42359221795006013
0.9398681565359996,0.42140489954733057,0.4208713578439677,0.4206208298119289
0.9365141002644194,0.4185359246262818,0.4180153530406564,0.4177748354298819
0.9331600436752212,0.415734605016819,0.4152291460476554,0.41499841856693337
0.9298059870615001,0.41300858178786576,0.4125152399453855,0.4122938434228098
0.9264519308260234,0.4103927875436333,0.409913343015955,0.4097022160110363
0.9230978742636998,0.40785525277373524,0.4073883427966601,0.40718654356873685
0.9197438178414926,0.40536943645292683,0.4049147675231889,0.4047232367577584
0.9163897615205466,0.40292561250153736,0.4024834525372183,0.4023011069903166
0.9130357050071806,0.40052976498666537,0.4000997082130012,0.39992751293463213
0.9096816486460259,0.398194077245625,0.39777612477863317,0.39761302870022935
0.9063275921378143,0.39591008848925346,0.3955036155919267,0.3953501525229773
0.9029735356434265,0.39366330577087605,0.3932682866279433,0.39312439175246533
0.8996194794200522,0.3914456282586586,0.39106249396334847,0.39092736919246907
0.8962654223786702,0.38925198387682186,0.3888792359327341,0.38875390813315414
0.8929113659097055,0.38711126749514685,0.38674995901507003,0.38663400282598315
0.8895573098573999,0.3850311757087759,0.3846801008141267,0.3845731552737811
0.8862032535690886,0.3829674115257898,0.38262726862651225,0.3825296738866269
0.8828491971040434,0.3809063222941557,0.38057755021861667,0.38048830537377665
0.8794951410116519,0.3788768880297553,0.3785564242405841,0.3784785884315731
0.8761410851467364,0.37689020556022684,0.3765847558309617,0.3765115273140117
0.8727870289964236,0.3749181494890386,0.3746173931084179,0.3745582402913167
0.8694329722998781,0.3729488399755042,0.3726633882018951,0.37260832681384976
0.8660789162908842,0.37100653501496555,0.37072724873666624,0.3706847413534874
0.8627248607753201,0.3691089916033749,0.3688420719615989,0.36880594009555107
0.8593708044772415,0.367238610203704,0.3669802766338368,0.366954323713475
0.8560167481373189,0.36538213549726495,0.36513368535670654,0.3651159750739644
0.8526626922981235,0.36353293392920105,0.36329452263044487,0.36328605321797425
0.849308636332321,0.3616933102181759,0.3614638266237977,0.36146381653384424
0.845954580120884,0.359863447538019,0.35964372518944504,0.3596528545924181
0.8426005243289676,0.3580617852974348,0.35785141511735563,0.35786855360656017
0.8392464686236052,0.35628890930572554,0.3560873872405384,0.3561136522146309
0.8358924126082216,0.35453435031394803,0.3543424728276558,0.3543766457033149
0.8325383565413692,0.3527928430243941,0.35260938440764406,0.3526521391149029
0.8291843007489735,0.35106336377651554,0.35088961356361764,0.35094033948928366
0.8258302449943415,0.34934763656715606,0.3491822464500708,0.3492413453326185
0.8224761891221798,0.347644763022316,0.3474887355875847,0.34755560163288096
0.8191221334000162,0.345954883642459,0.3458075319704429,0.3458825784770662
0.8157680774644116,0.3442789824223842,0.3441402434711615,0.34422264339917463
0.8124140216592354,0.34262172946545427,0.3424917051172435,0.34258227468785885
0.809059966252352,0.3409872792239993,0.340865849013499,0.3409636944139166
0.8057059107335339,0.3393687040500894,0.33925553470361025,0.3393615532578856
0.8023518547953278,0.3377531242503673,0.3376487152546123,0.3377620391851117
0.7989977988335688,0.33614184951711146,0.3360458255149654,0.3361669918334976
0.7956437434680065,0.3345441436506616,0.334456842075619,0.3345850859881503
0.7922896880306444,0.33296440528258453,0.3328852952643081,0.33302119813295095
0.788935632483947,0.3314004616737483,0.3313303177436991,0.33147283513358156
0.7855815767932782,0.32984907918284007,0.3297868061684636,0.3299370072314412
0.7822275208046776,0.32831018688370006,0.32825636810005726,0.3284136362910349
0.7788734655380879,0.3267869475488336,0.32674148459732244,0.3269054030425238
0.7755194106496043,0.3252808999793148,0.3252433419402951,0.3254154748341183
0.7721653554480303,0.3237873053471006,0.3237576978906287,0.3239354313576414
0.7688112997672568,0.3222980663915055,0.32227638314016294,0.322463013267178
0.7654572438001663,0.3208149522798698,0.3208006308773359,0.3209928749011566
0.7621031894046134,0.3193445516468393,0.3193383503428989,0.3195378604463735
0.7587491346799143,0.3178919042263584,0.3178925804381834,0.3180985942471078
0.7553950793105125,0.31645624194120825,0.3164648765082008,0.31667713729911035
0.7520410239841533,0.31503731428141973,0.3150531471792265,0.31527176192932904
0.7486869691308589,0.31363478685584123,0.31365794225789717,0.31388258493551885
0.7453329142549294,0.31224017169593926,0.3122707559965738,0.31250144477653996
0.7419788588267572,0.3108468931661634,0.3108853427176573,0.3111211380984664
0.7386248035135927,0.3094584450756052,0.30950433774790037,0.30974548240211014
0.7352707486454766,0.3080889408163373,0.30814256722883954,0.30838860714976746
0.7319166940484028,0.3067428525047262,0.3068040922991447,0.30705491404167057
0.7285626392484927,0.30541162647418757,0.30548091632029467,0.30573674697630765
0.7252085840404394,0.3040844136237369,0.30416086639091944,0.304421668273568
0.721854528942604,0.3027598816592447,0.30284458890197363,0.30310966076047563
0.7185004741324964,0.301447329708944,0.30153866560534,0.30180898733219763
0.715146419449919,0.3001518962692028,0.30025050671185144,0.3005249222699729
0.7117923646729487,0.29887202626865617,0.2989772998523522,0.2992570715498549
0.7084383097974508,0.2976070040706908,0.29771976313916554,0.29800360596054154
0.7050842547941846,0.29635558540953144,0.29647496933401857,0.2967642136568584
0.7017302001797772,0.2951165332975624,0.2952433414187547,0.2955365422140674
0.6983761456494051,0.2938872717268288,0.29402211341042084,0.2943201395440641
0.6950220910231947,0.29266862969005336,0.29281042959917053,0.29311254905616235
0.6916680366086947,0.2914590415976967,0.29160889889040537,0.2919153325921885
0.688313981943537,0.2902585797163609,0.2904158462661337,0.29072631997717757
0.6849599272886716,0.28906915895118585,0.28923316407944827,0.2895478543976518
0.6816058730978107,0.28789613490420024,0.2880675494131164,0.2883859703324234
0.6782518198716992,0.2867429556878535,0.2869205570882345,0.2872434358175511
0.6748977656636259,0.2856042966939341,0.2857890229699274,0.2861155432853662
0.6715437108977288,0.2844720644902008,0.2846627973544043,0.28499346728511604
0.6681896551187324,0.2833448121575163,0.2835423307708963,0.2838767890396381
0.6648356005199335,0.2822295950013138,0.2824326515135082,0.2827702025407306
0.661481546432586,0.2811316813747943,0.2813416051811032,0.2816826965155523
0.6581274924445647,0.28005071437376416,0.28026632477298086,0.28060986918336384
0.6547734380141902,0.2789801229578374,0.2792034762557647,0.27955016713177283
0.651419383484947,0.27791644990748016,0.2781483227768985,0.27849645657071614
0.64806532925822,0.2768611128361964,0.2771026116099118,0.2774535434219023
0.6447112753273192,0.2758152962040573,0.27607005696788744,0.27642175997795965
0.6413572213597005,0.274781382779666,0.275048495068209,0.27540433157163835
0.6380031671597503,0.2737566825378297,0.2740403260094791,0.27439905000009507
0.6346491132090369,0.2727436066983597,0.27304150795120413,0.27340674426249617
0.6312950593127906,0.271740119029345,0.27205424549470253,0.27242766065388363
0.6279410055208654,0.270746698385136,0.27107531156381165,0.27145919955442765
0.6245869516031151,0.26976065870638755,0.27010354232045414,0.2705010199058826
0.6212328971745915,0.26878341422482266,0.2691400108401938,0.26955280871275417
