"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","LM_gamma","LM_Re_t","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","LM_gamma_sep","LM_gamma_eff","Turb_index","Eddy_Viscosity","Residual_Density","Residual_Momentum_x","Residual_Momentum_y","Residual_Energy","Residual_TKE","Residual_Omega","Residual_LM_intermittency","Residual_LM_RE_THETA_T","Vorticity","Q_Criterion","Delta_Time","CFL","Turb_Delta_Time","Turb_CFL","Orthogonality","Aspect_Ratio","Volume_Ratio"
0, 0.000000000000000e+00, 0.000000000000000e+00, 2.007055826098127e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.323373749618347e+04, 1.000000000000000e-10, 2.348239062076399e+07, 4.328844048433754e-01, 7.298437399850121e+02, 1.729349499847338e+04, 3.001605865873900e+02, 0.000000000000000e+00, 1.162906808753785e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846676005355891e-05, -7.895422573533680e-04, 9.624467598605728e-04, -5.640151524543774e+01, 3.149238229575444e+00, 0.000000000000000e+00, 4.328844048433754e-01, 5.681334618790895e+02, 8.547085109370165e-19, -8.885712939941323e-10, -0.000000000000000e+00, -0.000000000000000e+00, -5.278718021812720e-04, -0.000000000000000e+00, -0.000000000000000e+00, 2.658557286289052e-08, -6.176978022605532e-06, -2.857647419759837e+05, -1.534827834160309e+08, 1.583618132610545e-07, 7.136167318673145e+00, 1.583618132610545e-07, 7.136167318673145e+00, 8.950728414113881e+01, 1.934646394847032e+00, 1.191828015720826e+00
1, -1.718054192693948e-04, 9.109824283804046e-04, 1.714522969156875e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.681362622131390e+04, 1.000000000000000e-10, 2.625225303407026e+07, 5.801442627939551e-02, 6.602649952141486e+02, 1.472545048852555e+04, 2.991958927985108e+02, 0.000000000000000e+00, 5.572798559712657e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.842108944886126e-05, 1.349539071163447e-03, 6.943840320706506e-03, -1.662332495962084e+03, 6.950751556423622e+00, 0.000000000000000e+00, 5.801442627939551e-02, 4.871006084371554e+01, 6.531058386516410e-19, -1.998885962213125e-08, -0.000000000000000e+00, -0.000000000000000e+00, -6.327900306900669e-03, -0.000000000000000e+00, -0.000000000000000e+00, -2.678212502256551e-09, -4.719233160805709e-05, -1.628356387129313e+06, -8.638794100231934e+08, 2.005559413735845e-07, 7.136167318673145e+00, 2.005559413735845e-07, 7.136167318673145e+00, 8.912460918129644e+01, 4.829284068574666e+00, 3.826516022335081e+00
2, 4.611735506634929e-02, -1.890206044284941e-02, 1.357793862247633e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.903819444694968e+04, 1.000000000000000e-10, 3.382693035988223e+07, 1.293609952780391e-01, 8.086541884171386e+02, 1.161527777877986e+04, 2.980067523048636e+02, 0.000000000000000e+00, -1.761982490748559e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.836469442187850e-05, -5.633967035145416e-04, 8.226255375760620e-04, -1.933026503311983e+01, 2.332679662698703e+00, 0.000000000000000e+00, 1.293609952780391e-01, 8.919327764374519e+03, 4.014067859208571e-19, -3.874106668610478e-08, -0.000000000000000e+00, -0.000000000000000e+00, -1.019186104291690e-02, -0.000000000000000e+00, -0.000000000000000e+00, 7.416620573330562e-08, -1.563729704353927e-05, 2.303115085121435e+05, -5.511654162147522e+07, 2.004328788507152e-07, 7.136167318673145e+00, 2.004328788507152e-07, 7.136167318673145e+00, 8.809562036213551e+01, 4.778986443741966e+00, 4.103502934401393e+00
3, 4.609287242076135e-02, -1.974636168630072e-02, 1.378865577088559e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.951002226331982e+04, 1.000000000000000e-10, 3.354604205164403e+07, 7.169699911737201e-01, 8.196585808128557e+02, 1.180400890532792e+04, 2.982208090350194e+02, 0.000000000000000e+00, -1.316894188642636e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.837485412939216e-05, 1.944988376502881e-05, 3.019008897222604e-05, -4.917291942814495e+00, 4.455873117657312e-01, 0.000000000000000e+00, 7.169699911737201e-01, 7.577075789066892e+05, 4.110302023017452e-19, 1.734446636335131e-08, -0.000000000000000e+00, -0.000000000000000e+00, 3.257971866663179e-03, -0.000000000000000e+00, -0.000000000000000e+00, 2.800976832361728e-07, 2.602474709702902e-05, 8.265714870491542e+03, -9.685104154412813e+06, 1.550616148887439e-07, 7.136167318673145e+00, 1.550616148887439e-07, 7.136167318673145e+00, 8.946205234992355e+01, 1.806627307266652e+00, 1.194886899803785e+00
4, 7.350570150613177e-04, -3.394657499262768e-04, 1.878842545142215e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.042428825345492e+04, 1.000000000000000e-10, 2.439454913233916e+07, 7.836416054518196e-02, 6.675091847642867e+02, 1.616971530138196e+04, 2.998073893967133e+02, 0.000000000000000e+00, 8.978836477797693e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.845004726503026e-05, 4.295581795456976e-03, -1.543542948382131e-04, -6.115576732173624e+02, 5.664118919231997e+00, 0.000000000000000e+00, 7.836416054518196e-02, 8.667839603569014e+01, 7.701844426584395e-19, 1.022108151343040e-08, -0.000000000000000e+00, -0.000000000000000e+00, 3.010026455062050e-03, -0.000000000000000e+00, -0.000000000000000e+00, -4.912641675484430e-10, 1.984662922851886e-05, 9.879167704188639e+05, -4.417245165184937e+08, 1.952924734329871e-07, 7.136167318673145e+00, 1.952924734329871e-07, 7.136167318673145e+00, 8.899591568721675e+01, 4.221139683296177e+00, 3.837449350062581e+00
5, 4.545777295007038e-02, -1.981128586168530e-02, 1.339235451204533e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.849172606681881e+04, 1.000000000000000e-10, 3.350177310363240e+07, 2.179313781566596e-02, 7.115156508998638e+02, 1.139669042672752e+04, 2.964504812469960e+02, 0.000000000000000e+00, -2.277481312624322e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.829072283644796e-05, 4.739421368471202e-03, -5.223975187664581e-03, -1.398697328952104e+03, 6.176452808956133e+00, 0.000000000000000e+00, 2.179313781566596e-02, 4.333957342849629e+00, 3.997428325602122e-19, 1.289402492602691e-08, -0.000000000000000e+00, -0.000000000000000e+00, 4.626429783408673e-03, -0.000000000000000e+00, -0.000000000000000e+00, 6.059937629995857e-10, 3.783923418801640e-06, 1.635512057099812e+06, -1.592604023691406e+08, 1.957230126485906e-07, 7.136167318673145e+00, 1.957230126485906e-07, 7.136167318673145e+00, 8.934288935012786e+01, 4.133121621850107e+00, 4.088912888334988e+00
992, -3.361280624494327e-05, 4.508048606400442e-05, 1.998247134713654e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.304097633807287e+04, 1.000000000000000e-10, 2.359222984196012e+07, 3.492575184417726e-01, 7.255651094312269e+02, 1.721639053522914e+04, 3.001395672301480e+02, 0.000000000000000e+00, 1.144723112583546e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846576571543569e-05, -1.078807456678285e-03, 1.527900443080530e-03, -1.241072601447446e+02, 3.848444436563501e+00, 0.000000000000000e+00, 3.492575184417726e-01, 3.475921231972991e+02, 8.469964623009382e-19, -2.280897289421685e-09, -0.000000000000000e+00, -0.000000000000000e+00, -9.409632465189471e-04, -0.000000000000000e+00, -0.000000000000000e+00, 1.622294259825889e-08, -9.893079901087057e-06, -4.294958027018226e+05, -9.658969306266785e+07, 1.617687664564577e-07, 7.136167318673145e+00, 1.617687664564577e-07, 7.136167318673145e+00, 8.975911993735730e+01, 2.060895948701305e+00, 1.038222414779984e+00
993, -6.484109783259044e-05, 9.183357187137720e-05, 1.986606337962004e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.278608171063630e+04, 1.000000000000000e-10, 2.366867776623330e+07, 2.935872283899627e-01, 7.249726865441937e+02, 1.711443268425451e+04, 3.001103934217291e+02, 0.000000000000000e+00, 1.120678193440274e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846438556806406e-05, -1.304604309612193e-03, 2.113836015091658e-03, -2.175937309338859e+02, 4.423802791156377e+00, 0.000000000000000e+00, 2.935872283899627e-01, 2.451190783534894e+02, 8.393434564948043e-19, -3.229812634862440e-09, -0.000000000000000e+00, -0.000000000000000e+00, -1.222605764991180e-03, -0.000000000000000e+00, -0.000000000000000e+00, 8.159985902921227e-09, -1.180816510784407e-05, -5.704472032539328e+05, -1.162663898630371e+08, 1.617999184780495e-07, 7.136167318673145e+00, 1.617999184780495e-07, 7.136167318673145e+00, 8.991256841746362e+01, 2.059088584218717e+00, 1.037013292427784e+00
994, -9.263179551623211e-05, 1.407083053014280e-04, 1.970498464638780e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.243393096371801e+04, 1.000000000000000e-10, 2.378019369498708e+07, 2.498415593327001e-01, 7.197319098529696e+02, 1.697357238548719e+04, 3.000734015218418e+02, 0.000000000000000e+00, 1.087458834048323e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846263547043457e-05, -1.424065071890157e-03, 2.740666398190116e-03, -3.353722620249089e+02, 4.913611543001571e+00, 0.000000000000000e+00, 2.498415593327001e-01, 1.859187180910227e+02, 8.286348259573810e-19, -5.037357811819106e-09, -0.000000000000000e+00, -0.000000000000000e+00, -1.734023524350248e-03, -0.000000000000000e+00, -0.000000000000000e+00, 3.443056370765331e-09, -1.504954611966166e-05, -7.093489719783396e+05, -9.398105694082642e+07, 1.619043989024028e-07, 7.136167318673145e+00, 1.619043989024028e-07, 7.136167318673145e+00, 8.995955256628440e+01, 2.064285293714478e+00, 1.037038291138480e+00
995, -1.166503543332792e-04, 1.915424203007436e-04, 1.951026338112626e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.200845017691487e+04, 1.000000000000000e-10, 2.392623667949820e+07, 2.147882470161612e-01, 7.123782150718247e+02, 1.680338007076594e+04, 3.000294347124101e+02, 0.000000000000000e+00, 1.047322048041552e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846055525120571e-05, -1.447346053235297e-03, 3.359943917236080e-03, -4.690149427619446e+02, 5.321231808194753e+00, 0.000000000000000e+00, 2.147882470161612e-01, 1.488015609555135e+02, 8.154394448114706e-19, -6.361104496525678e-09, -0.000000000000000e+00, -0.000000000000000e+00, -2.115894190286557e-03, -0.000000000000000e+00, -0.000000000000000e+00, 1.161215230642471e-09, -1.707514874911122e-05, -8.403227030931623e+05, -6.565735748883057e+07, 1.618798305899830e-07, 7.136167318673145e+00, 1.618798305899830e-07, 7.136167318673145e+00, 8.995222240940629e+01, 2.061125599628665e+00, 1.036396986196254e+00
