"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,"LinSolIterTrans", "LinSolResTrans" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,     0.07230470004,      -3.143326028,      -1.621789524,       2.380314113,     -0.1519825674,       4.703190569,                         9,      -4.113521431,               3,      -4.615999699,                4,      -4.638375146,   2.025487524e-07,   1.251879727e-05,                12,              14.4,       14.27904391,         0.8994548281,         -0.9144714983,                     0,      0.6632022437,      0.6999159593,                 0,       282.2484345,       300.0088587,                 0,       11991.47775,        12363.94242,                  0,        0.1480065976,         0.1435665422,                    0,          308557.9703,           330987.2943,                     0,           184.4386792,           -193.3132022,                      0,        184.4405263,         193.3132022,                   0,                126.0006071,                 147.2891778,                           0,             2.002881917e-05,              2.460209814e-11,                          nan,                      0.6831503339,                        0.761919911,                                nan,            307.078335,            329.4026676,                      0,            16107.61205,             17148.75477,                       0,       1.377222757,      0.5111009951,                 0,                 0,                 0,      0.7602834311,       0.785822906,       1.241148303,                 0,      0.3711098967
           1,     0.07329880004,      -3.339014836,      -1.034222227,       2.172534129,     -0.5640745619,       4.328326651,                        10,       -3.73957515,               4,      -4.743468394,                4,      -4.557724516,   2.587058237e-07,   1.502220828e-05,                12,             17.28,       16.99448265,         0.9426824309,         -0.9144564741,                     0,      0.6745987379,      0.6998575165,                 0,       271.8043864,        300.032578,                 0,       12042.99432,        12365.54196,                  0,        0.1543592176,         0.1435737643,                    0,          297958.0186,           330995.8075,                     0,           185.3626232,           -193.3003022,                      0,        185.3608299,         193.3003022,                   0,                123.8908694,                 147.2884751,                           0,            -1.934850998e-05,             -1.594380183e-11,                          nan,                      0.6683767515,                       0.7619671229,                                nan,           296.5423083,            329.4238019,                      0,            16336.02409,             17150.07884,                       0,       2.641765234,      0.9890722335,                 0,                 0,                 0,       1.485204856,       1.502087886,        2.38765982,                 0,      0.3743982322
           2,     0.07254329999,      -3.444185666,      -1.181496503,       2.080867213,     -0.9430332759,       3.939317414,                        10,      -3.307999761,               4,      -4.238183338,                4,      -4.556054002,   2.561145546e-07,   1.802642941e-05,                12,            20.736,       20.28138299,         0.9798665767,         -0.9144628181,                     0,      0.7018585788,      0.6998382814,                 0,       267.2145681,       300.0465205,                 0,       12150.85695,        12366.25602,                  0,        0.1584154733,         0.1435753831,                    0,           294939.132,           331001.1928,                     0,           187.7405642,           -193.2994637,                      0,        187.7366238,         193.2994637,                   0,                132.8419479,                 147.2878714,                           0,            -4.197626224e-05,             -1.600162225e-10,                          nan,                      0.7075974053,                        0.761967305,                                nan,           293.5409595,            329.4374946,                      0,            16883.49986,             17150.77479,                       0,       3.856513029,         1.3467828,                 0,                 0,                 0,       2.204344721,       2.251619088,       3.408332163,                 0,      0.3492229354
           3,     0.07030359999,      -3.562522677,      -1.327586399,       1.969442861,      -1.265780771,       3.620548148,                        10,      -2.814409914,               5,      -4.542163417,                4,      -4.512611932,   2.547637041e-07,   2.170334962e-05,               1.2,            2.0736,       2.028138299,         0.9934414625,         -0.9144793862,                     0,      0.7256592652,      0.6998437413,                 0,       266.2682271,       300.0528512,                 0,        12191.6303,        12366.37311,                  0,        0.1595074095,         0.1435737133,                    0,           295715.555,           331003.5691,                     0,             189.02728,           -193.3052141,                      0,        189.0273519,          193.305214,                   0,                143.5783404,                  147.287683,                           0,             7.612309096e-07,             -2.825475409e-10,                          nan,                      0.7595638352,                       0.7619436638,                                nan,           294.3121499,             329.444904,                      0,            17309.99725,             17151.02075,                       0,       5.018892569,       1.595514445,                 0,                 0,                 0,       2.922531921,       3.025532696,       4.310580109,                 0,      0.3179016931
           4,     0.06563853999,         -3.688334,       -1.37069526,       1.834122353,      -1.544321948,       3.412748006,                         4,         -4.794713,               2,       -4.19781286,                4,       -4.47098155,   2.540699337e-08,   2.169519821e-06,              1.44,           2.48832,       2.433765959,         0.9921035529,         -0.9144872075,                     0,      0.7285561393,        0.69984624,                 0,       266.8364039,       300.0565366,                 0,       12195.20234,        12366.44714,                  0,        0.1592129595,         0.1435728094,                    0,           296573.662,           331004.7293,                     0,           189.1186243,           -193.3080845,                      0,        189.1193655,         193.3080844,                   0,                145.4443821,                   147.28781,                           0,             7.837829248e-06,             -3.341591448e-10,                          nan,                      0.7690612841,                       0.7619330069,                                nan,           295.1646417,            329.4491603,                      0,             17360.8698,             17151.16166,                       0,       5.318235728,       1.636567746,                 0,                 0,                 0,       3.108642274,       3.238774416,       4.524635403,                 0,      0.3077275679
           5,     0.06230748332,      -3.717050419,      -1.344732616,       1.801679194,      -1.598660382,       3.475686117,                         4,      -4.316552496,               2,      -4.070388276,                4,      -4.427949487,   3.052551244e-08,   2.606049685e-06,             1.728,          2.985984,       2.920519151,         0.9900547593,         -0.9144942787,                     0,      0.7309501542,      0.6998536691,                 0,       267.4600128,       300.0562573,                 0,       12195.81941,         12366.3407,                  0,        0.1588488525,         0.1435717073,                    0,          297454.4592,           331004.6539,                     0,           189.1593688,            -193.311063,                      0,        189.1602039,          193.311063,                   0,                147.1338141,                 147.2879709,                           0,              8.82897954e-06,             -3.910073376e-10,                          nan,                      0.7778264724,                       0.7619220992,                                nan,           296.0410043,            329.4494777,                      0,            17399.79542,             17151.12775,                       0,       5.586152361,       1.667921425,                 0,                 0,                 0,        3.27707344,       3.432895027,       4.711930794,                 0,      0.2985814416
           6,     0.06027504286,      -3.753602608,      -1.321091961,       1.761494292,      -1.653349812,       3.489498009,                         5,       -4.79980161,               3,      -5.647815296,                4,      -4.395576613,   3.672260432e-08,   3.130833962e-06,            2.0736,         3.5831808,       3.504622981,         0.9873266671,          -0.914500945,                     0,      0.7326373513,       0.699861555,                 0,       268.1385187,       300.0558663,                 0,       12193.60446,        12366.21688,                  0,        0.1584176681,         0.1435704568,                    0,          298341.9186,           331004.4642,                     0,           189.1517212,           -193.3141559,                      0,        189.1522609,         193.3141559,                   0,                148.5372208,                 147.2881687,                           0,             5.706090711e-06,             -4.493461159e-10,                          nan,                      0.7852785903,                       0.7619109321,                                nan,           296.9241518,            329.4497108,                      0,            17423.54941,             17151.07671,                       0,        5.78417146,       1.684582413,                 0,                 0,                 0,       3.404134515,       3.580317604,       4.845181446,                 0,      0.2912400549
           7,     0.05899226249,      -3.782322546,      -1.312748104,       1.730112549,      -1.709679701,       3.504534708,                         5,      -4.323145977,               3,      -5.369874144,                4,      -4.372815937,   4.424667363e-08,   3.761813103e-06,           2.48832,        4.29981696,       4.205547577,         0.9840380892,         -0.9145075888,                     0,      0.7334166899,       0.699869885,                 0,       268.8683501,       300.0553737,                 0,        12189.2346,        12366.08127,                  0,        0.1579309442,         0.1435691181,                    0,          299215.5176,           331004.1804,                     0,           189.1036037,            -193.317363,                      0,        189.1036714,          193.317363,                   0,                149.5391765,                 147.2884033,                           0,             7.160890079e-07,             -5.098483857e-10,                          nan,                      0.7907788116,                       0.7618995056,                                nan,           297.7936231,            329.4498697,                      0,            17429.74855,             17151.01612,                       0,       5.877010731,        1.68309356,                 0,                 0,                 0,       3.467684568,       3.655071009,       4.900256624,                 0,       0.286385994
           8,     0.05805427778,      -3.786257069,      -1.324053074,        1.72573187,      -1.768642332,       3.494343416,                         6,        -4.6369102,               3,      -5.081344985,                4,      -4.356961428,   5.340025446e-08,   4.520655696e-06,          2.985984,       5.159780352,       5.046657092,         0.9803879917,         -0.9145143815,                     0,      0.7331177199,      0.6998785633,                 0,       269.6370531,       300.0547892,                 0,       12183.79317,        12365.93883,                  0,        0.1574105359,         0.1435677441,                    0,          300047.1445,           331003.8164,                     0,           189.0259979,            -193.320649,                      0,        189.0255969,          193.320649,                   0,                 150.030668,                 147.2886723,                           0,            -4.242753963e-06,             -5.780693701e-10,                          nan,                       0.793705564,                       0.7618879464,                                nan,           298.6214107,            329.4499569,                      0,             17417.1323,              17150.9514,                       0,       5.849254557,       1.663710891,                 0,                 0,                 0,       3.457370377,       3.644737381,       4.868018305,                 0,      0.2844312681
           9,     0.05830922001,      -3.772440727,      -1.350771897,       1.741197972,      -1.830252118,       3.379074472,                         6,      -4.103572986,               3,      -4.703829655,                4,      -4.346045436,   6.409369061e-08,    5.43363092e-06,         3.5831808,       6.191736422,       6.055988511,         0.9766285111,         -0.9145211124,                     0,      0.7316403617,      0.6998873495,                 0,       270.4190895,       300.0541308,                 0,       12178.51515,        12365.79349,                  0,        0.1568875383,         0.1435663717,                    0,          300799.7845,           331003.3835,                     0,           188.9293545,             -193.32392,                      0,        188.9286049,         193.3239199,                   0,                149.9293339,                 147.2889736,                           0,            -7.935382981e-06,             -6.572087319e-10,                          nan,                      0.7935766743,                       0.7618766145,                                nan,           299.3706526,             329.449972,                      0,            17385.87828,             17150.88429,                       0,       5.720289346,       1.631924922,                 0,                 0,                 0,       3.384000843,       3.561410905,       4.764581988,                 0,      0.2852871286
