"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,     0.03892229986,      -3.117007568,      -1.569580124,       2.406915139,                         9,      -4.161124898,               4,      -4.890926943,   2.025234747e-07,   1.252642402e-05,                12,              14.4,       14.26260569,         0.9149402005,         -0.9312228215,                     0,      0.6653226713,       0.699916134,                 0,        282.271991,       300.0087427,                 0,       11981.65062,         12363.9156,                  0,        0.1478730807,         0.1435662862,                    0,          308708.0112,           330951.7352,                     0,           187.7835878,           -196.8546716,                      0,        187.7854115,         196.8546717,                   0,                122.2885996,                 142.5213702,                           0,             1.942365169e-05,              2.572964064e-11,                          nan,                       0.651214589,                       0.7239928266,                                nan,           307.2629535,            329.4025549,                      0,            16123.59817,             17148.72024,                       0,       1.364205925,      0.5308178355,                 0,                 0,                 0,      0.7577515742,      0.7938066999,       1.229917193,                 0,      0.3891038925
           1,     0.04006729997,      -3.312748156,     -0.9993683906,       2.198462732,                        10,      -3.799042636,               5,      -4.685121541,   2.587923521e-07,   1.503212703e-05,                12,             17.28,       16.95624693,         0.9587016494,         -0.9311733272,                     0,      0.6769789455,      0.6998492411,                 0,       271.8604189,       300.0166739,                 0,       12032.11138,        12365.10618,                  0,        0.1541882166,         0.1435763152,                    0,           298174.215,           330954.8396,                     0,           188.7217529,           -196.8304591,                      0,        188.7199592,         196.8304591,                   0,                120.2253422,                 142.5206824,                           0,            -1.900896083e-05,             -5.160949446e-11,                          nan,                      0.6370568469,                       0.7240783927,                                nan,           296.7784659,            329.4056448,                      0,            16355.00104,              17149.3478,                       0,       2.612294528,       1.016670994,                 0,                 0,                 0,       1.479281408,       1.519919578,       2.355323139,                 0,      0.3891869709
           2,     0.03926699997,      -3.418074715,      -1.145475856,       2.106585339,                        10,      -3.365858734,               6,      -4.515321754,    2.56186423e-07,   1.813817086e-05,                12,            20.736,       20.22091608,         0.9973182781,          -0.931137458,                     0,      0.7032320148,      0.6998015473,                 0,       267.3095603,       300.0225985,                 0,       12145.61551,        12365.92909,                  0,          0.15829116,         0.1435830349,                    0,          295129.9824,           330957.3508,                     0,           191.2353423,           -196.8136659,                      0,        191.2311897,         196.8136658,                   0,                128.6431485,                 142.5197279,                           0,            -4.342875024e-05,             -3.440788765e-10,                          nan,                      0.6727100779,                       0.7241353252,                                nan,           293.7484833,            329.4081443,                      0,             16896.9279,              17149.7592,                       0,        3.81093355,       1.386260619,                 0,                 0,                 0,       2.194241177,       2.274149958,       3.357554913,                 0,      0.3637588011
           3,     0.03959642496,      -3.536979142,      -1.293324456,       1.994426972,                        10,      -2.864245492,               7,      -4.599566758,    2.54833628e-07,   2.186243716e-05,               1.2,            2.0736,       2.022091608,          1.011955669,         -0.9311170124,                     0,      0.7256429665,      0.6997735231,                 0,       266.3883642,       300.0259577,                 0,         12192.355,        12366.40128,                  0,         0.159445255,         0.1435869099,                    0,          295828.0838,           330958.6917,                     0,           192.6262272,            -196.804033,                      0,        192.6257002,         196.8040329,                   0,                138.7930029,                 142.5187584,                           0,            -5.471215064e-06,             -7.837496208e-10,                          nan,                      0.7205321133,                       0.7241658432,                                nan,           294.4433169,            329.4094789,                      0,            17310.62841,              17149.9852,                       0,       4.955754458,       1.652636267,                 0,                 0,                 0,       2.906974471,       3.045307248,       4.244621614,                 0,      0.3334782385
           4,     0.03642206001,       -3.66256265,      -1.338998224,       1.858801673,                         4,       -4.80564926,               2,       -4.21938866,   2.541588328e-08,   2.185389109e-06,              1.44,           2.48832,        2.42650993,          1.010749789,         -0.9311173691,                     0,      0.7283476944,      0.6997743962,                 0,        266.952544,        300.025968,                 0,       12196.71556,        12366.39054,                  0,        0.1591637527,         0.1435867804,                    0,          296665.2555,           330958.7768,                     0,           192.7335345,           -196.8042859,                      0,        192.7337259,         196.8042859,                   0,                140.5884996,                 142.5189331,                           0,             1.986939617e-06,             -8.547293984e-10,                          nan,                      0.7294442057,                       0.7241658001,                                nan,           295.2765698,            329.4095636,                      0,            17359.58984,             17149.98367,                       0,       5.247856992,       1.698480875,                 0,                 0,                 0,        3.08990946,       3.255040453,       4.453038507,                 0,      0.3236522789
           5,     0.03441296665,      -3.691088559,      -1.313690175,       1.826414171,                         4,      -4.330301942,               3,      -5.774180223,   3.053728666e-08,   2.624287253e-06,             1.728,          2.985984,       2.911811916,          1.008756005,         -0.9311183685,                     0,      0.7305597828,      0.6997757572,                 0,       267.5669403,       300.0259613,                 0,       12197.63676,        12366.37732,                  0,        0.1588093418,           0.14358663,                    0,          297521.2435,           330958.8842,                     0,            192.781178,           -196.8047033,                      0,        192.7814433,         196.8047032,                   0,                 142.217285,                  142.519158,                           0,             2.752675611e-06,             -9.466871731e-10,                          nan,                      0.7377125234,                       0.7241654074,                                nan,           296.1285509,            329.4096705,                      0,            17396.05964,             17149.98616,                       0,       5.508542706,       1.734294736,                 0,                 0,                 0,       3.255009435,       3.445206478,       4.634908122,                 0,      0.3148373043
           6,     0.03313274286,      -3.727159091,      -1.290893228,       1.786620719,                         5,      -4.818835696,               3,      -5.384777712,   3.673823507e-08,   3.151706685e-06,            2.0736,         3.5831808,       3.494174299,           1.00601257,         -0.9311201973,                     0,      0.7320924608,      0.6997777915,                 0,       268.2322374,       300.0259089,                 0,       12195.35205,        12366.35928,                  0,        0.1583852981,         0.1435864456,                    0,          298381.6245,            330958.998,                     0,           192.7717039,           -196.8053425,                      0,         192.771582,         196.8053424,                   0,                143.5757411,                 142.5194434,                           0,            -1.264917528e-06,             -1.065478372e-09,                          nan,                      0.7447972343,                       0.7241645052,                                nan,           296.9849045,            329.4097838,                      0,            17417.25572,             17149.99227,                       0,       5.700166218,       1.754419107,                 0,                 0,                 0,       3.378928126,       3.588629128,       4.763572431,                 0,      0.3077838505
           7,         0.0322126,      -3.755240548,       -1.28327926,       1.755937255,                         5,      -4.319698871,               3,      -5.007821789,   4.426746265e-08,   3.785585231e-06,           2.48832,        4.29981696,       4.193009159,          1.002659764,         -0.9311229273,                     0,      0.7327695797,      0.6997806679,                 0,       268.9444562,       300.0257727,                 0,       12190.64119,        12366.33265,                  0,         0.157904708,         0.1435862017,                    0,          299227.4245,           330959.0905,                     0,            192.714922,            -196.806254,                      0,        192.7141877,         196.8062538,                   0,                144.5548398,                 142.5197938,                           0,            -7.619882618e-06,             -1.212212108e-09,                          nan,                      0.7500996241,                       0.7241629317,                                nan,           297.8267453,            329.4098759,                      0,            17421.35517,             17149.99936,                       0,       5.788337615,        1.75474382,                 0,                 0,                 0,       3.439932898,       3.659861228,       4.815536731,                 0,      0.3031516018
           8,     0.03192421111,      -3.758838699,      -1.295056654,       1.752096925,                         6,      -4.627659367,               3,      -4.643480764,   5.342789427e-08,   4.547496073e-06,          2.985984,       5.159780352,       5.031610991,         0.9989266301,         -0.9311264446,                     0,      0.7324481251,      0.6997844923,                 0,       269.6912824,       300.0255108,                 0,       12184.72174,        12366.29245,                  0,        0.1573910485,         0.1435858602,                    0,          300032.9243,           330959.1242,                     0,           192.6250127,           -196.8074654,                      0,         192.623672,         196.8074653,                   0,                 145.052333,                 142.5202041,                           0,            -1.391980684e-05,             -1.377247982e-09,                          nan,                      0.7530348243,                       0.7241605592,                                nan,           298.6284745,            329.4099094,                      0,            17407.74069,             17150.00213,                       0,       5.758249587,       1.735190761,                 0,                 0,                 0,       3.427999096,       3.646954046,       4.782055152,                 0,      0.3013399705
           9,        0.03173777,      -3.745142586,      -1.322047358,       1.767611269,                         6,      -4.162025519,               3,      -4.297711329,   6.409563132e-08,    5.46343342e-06,         3.5831808,       6.191736422,       6.037933189,         0.9950946239,         -0.9311304467,                     0,       0.731051468,      0.6997892627,                 0,       270.4480338,       300.0250883,                 0,        12178.9408,         12366.2336,                  0,        0.1568763289,         0.1435853791,                    0,          300763.9827,           330959.0607,                     0,           192.5161614,           -196.8089708,                      0,        192.5144008,         196.8089707,                   0,                144.9915482,                 142.5206578,                           0,            -1.829041589e-05,             -1.538556726e-09,                          nan,                      0.7531465052,                       0.7241573255,                                nan,           299.3561109,            329.4098462,                      0,            17377.12309,             17149.99352,                       0,       5.629241555,       1.701522084,                 0,                 0,                 0,       3.354016494,       3.562194549,       4.679135377,                 0,      0.3022648908
