"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,     0.04857330001,      -2.306789966,     -0.8157315489,       3.195712423,                         9,      -4.422334653,               3,      -4.629208035,    1.32120531e-07,   0.0002902911511,                12,              14.4,       14.27969419,          5.633878388,           -5.84594669,                     0,      0.4697837214,      0.4999000311,                 0,       292.5780852,       300.0135827,                 0,         5385.9668,        5485.349108,                  0,        0.0641289032,        0.06369329271,                    0,          306929.8893,           316489.7479,                     0,           111.1515151,            -116.123245,                      0,        111.1516246,          116.123245,                   0,                116.6047216,                 129.0185824,                           0,             1.969229243e-06,             -2.280996503e-10,                          nan,                       1.049059985,                        1.111048717,                                nan,            305.493155,             315.008264,                      0,            6265.013944,             6506.356838,                       0,       2.800912596,      -0.707254808,                 0,                 0,                 0,      -1.452013118,       1.348583593,      -2.554729541,                 0,     -0.2525087035
           1,        0.05030775,      -2.553328346,      -0.424622878,       2.941889393,                        10,      -3.878220049,               4,      -4.490696033,   1.701784097e-07,   0.0003531109147,                12,             17.28,       17.02664859,          5.770488142,          -5.845085269,                     0,      0.4647290438,       0.499842291,                 0,       287.3233514,       300.0229398,                 0,       5396.977075,        5485.917265,                  0,       0.06543627204,        0.06369790323,                    0,           301144.101,           316496.1388,                     0,            111.577702,             -116.09773,                      0,        111.5760293,           116.09773,                   0,                111.7605815,                 129.0182131,                           0,            -2.998213942e-05,             -5.478288934e-10,                          nan,                       1.001654048,                        1.111289714,                                nan,           299.7344499,             315.014625,                      0,            6257.909847,             6506.780334,                       0,       4.991077935,      -1.383335327,                 0,                 0,                 0,      -2.682732214,       2.311664515,      -4.634725747,                 0,     -0.2771616362
           2,     0.05027606668,       -2.70201324,      -0.545852986,       2.801073788,                        10,      -3.267868346,               5,      -4.311793303,   1.429957487e-07,   0.0004274524284,                12,            20.736,       20.34915274,          5.986372408,          -5.844748522,                     0,      0.4762332983,      0.4998198029,                 0,       284.0575895,       300.0272599,                 0,       5438.856179,        5486.121562,                  0,       0.06670293095,        0.06369935813,                    0,          298339.1532,           316499.3408,                     0,            113.560955,           -116.0883899,                      0,        113.5558295,         116.0883898,                   0,                113.9841828,                  129.017794,                           0,            -9.026631261e-05,             -8.899402326e-10,                          nan,                       1.003772182,                        1.111375515,                                nan,            296.942632,             315.017812,                      0,            6352.510155,             6506.925126,                       0,       6.935966251,      -1.750440172,                 0,                 0,                 0,      -3.842855042,       3.340236747,      -6.325700523,                 0,      -0.252371495
           3,     0.05024880002,      -2.887865657,     -0.6056340589,       2.613501773,                        10,       -2.71608735,               6,      -4.512335043,   1.209715889e-07,   0.0005148851954,               1.2,            2.0736,       2.034915274,          6.137146204,          -5.844760955,                     0,      0.4946345743,      0.4998206304,                 0,       282.3060413,       300.0274051,                 0,       5466.777124,        5486.096772,                  0,       0.06746110848,        0.06369903947,                    0,          297514.4855,           316499.5439,                     0,           115.1092928,           -116.0892176,                      0,        115.1057441,         116.0892176,                   0,                120.4359615,                 129.0174924,                           0,            -6.165742094e-05,              -1.52287849e-09,                          nan,                       1.046307136,                        1.111364992,                                nan,           296.1218246,            315.0180142,                      0,            6462.104388,             6506.899312,                       0,       7.823711745,       -1.76106198,                 0,                 0,                 0,      -4.402092153,       3.926360886,       -6.99253137,                 0,     -0.2250929019
           4,     0.04602778002,      -3.006124247,     -0.5927596513,       2.492074694,                         4,      -4.648210528,               2,      -4.574984486,   1.073960242e-08,   5.149367392e-05,              1.44,           2.48832,       2.441898329,          6.154973429,          -5.844823079,                     0,      0.4990059491,      0.4998251529,                 0,       282.4410256,       300.0265333,                 0,       5472.671167,        5486.047838,                  0,       0.06750112549,        0.06369865637,                    0,          297903.3012,           316498.8968,                     0,           115.3721275,           -116.0911498,                      0,        115.3698327,         116.0911497,                   0,                122.2768395,                 129.0175271,                           0,            -3.977974809e-05,             -1.805665506e-09,                          nan,                       1.059868395,                        1.111346795,                                nan,           296.5088203,            315.0173701,                      0,            6487.821926,             6506.860884,                       0,       7.842212899,      -1.741401984,                 0,                 0,                 0,      -4.420833748,       3.953350799,      -6.993125302,                 0,     -0.2220549233
           5,     0.04326895002,      -3.010306037,     -0.5985330863,       2.486663227,                         4,      -4.218805344,               2,      -4.294510974,   1.280124844e-08,   6.179292002e-05,             1.728,          2.985984,       2.930277995,           6.16572664,          -5.844892793,                     0,       0.503380382,      0.4998300052,                 0,       282.5673724,       300.0256294,                 0,       5476.443841,        5485.998853,                  0,       0.06751705303,        0.06369827952,                    0,          298285.5083,           316498.2356,                     0,           115.5439786,           -116.0932213,                      0,        115.5426344,         116.0932212,                   0,                124.1920877,                  129.017578,                           0,            -2.326704157e-05,             -2.240038599e-09,                          nan,                       1.074859409,                        1.111327403,                                nan,           296.8892382,             315.016712,                      0,            6511.262799,             6506.823826,                       0,       7.797233927,      -1.710965986,                 0,                 0,                 0,      -4.401616299,       3.945872346,      -6.939333754,                 0,     -0.2194324298
           6,     0.04199270001,      -3.002589161,     -0.6117342474,       2.493636643,                         5,      -4.761649958,               2,        -4.0193727,    1.53365668e-08,   7.414363936e-05,            2.0736,         3.5831808,       3.516333594,           6.16916442,          -5.844970279,                     0,      0.5076665044,      0.4998351622,                 0,       282.6909323,       300.0246969,                 0,       5478.035202,        5485.950918,                  0,       0.06750680676,        0.06369792092,                    0,          298661.9962,           316497.5627,                     0,           115.6243209,            -116.095414,                      0,        115.6235586,         116.0954138,                   0,                126.1389499,                 129.0176511,                           0,            -1.318654487e-05,             -2.869174232e-09,                          nan,                       1.090945059,                        1.111307043,                                nan,           297.2639638,            315.0160423,                      0,            6531.932498,             6506.789335,                       0,       7.693127551,      -1.674312266,                 0,                 0,                 0,      -4.346040319,       3.903450606,      -6.837441513,                 0,     -0.2176373984
           7,         0.0410749,      -2.993024635,      -0.625392376,       2.503091721,                         5,      -4.324492684,               3,      -5.496928916,    1.84733768e-08,    8.89519856e-05,           2.48832,        4.29981696,       4.219600312,          6.165991367,          -5.845054119,                     0,      0.5117595672,      0.4998405367,                 0,        282.822767,       300.0237424,                 0,       5477.718634,        5485.905044,                  0,       0.06747116342,        0.06369759093,                    0,          299038.2461,           316496.8797,                     0,           115.6251178,           -116.0976808,                      0,        115.6245754,         116.0976806,                   0,                128.0604789,                 129.0177504,                           0,            -9.381930056e-06,             -3.706434604e-09,                          nan,                       1.107554155,                        1.111286201,                                nan,           297.6384525,            315.0153625,                      0,            6549.661079,             6506.758232,                       0,       7.548930923,      -1.637798931,                 0,                 0,                 0,      -4.264738732,       3.834098925,      -6.705850345,                 0,     -0.2169577319
           8,     0.04079587778,      -2.987287109,     -0.6320591219,       2.509177361,                         6,      -4.665105716,               3,      -5.109129216,   2.234824917e-08,   0.0001067037408,          2.985984,       5.159780352,       5.063520375,          6.157733369,          -5.845140452,                     0,      0.5155304485,      0.4998459383,                 0,       282.9782439,       300.0227819,                 0,       5476.086851,        5485.862226,                  0,       0.06741380632,        0.06369729768,                    0,          299422.7301,           316496.1921,                     0,           115.5684385,           -116.0999302,                      0,        115.5678299,         116.0999299,                   0,                129.8836906,                 129.0178757,                           0,            -1.053217317e-05,             -4.692561673e-09,                          nan,                       1.123874098,                         1.11126575,                                nan,           298.0211367,            315.0146781,                      0,            6564.542445,             6506.730871,                       0,       7.391968859,      -1.608326278,                 0,                 0,                 0,      -4.174194981,       3.750973254,      -6.569483745,                 0,     -0.2175775235
           9,     0.04032376001,      -2.982489824,     -0.6300050633,       2.514424292,                         6,      -4.272193898,               3,      -4.738039057,   2.713228829e-08,   0.0001279790146,         3.5831808,       6.191736422,        6.07622445,          6.146252439,          -5.845222729,                     0,      0.5188102804,      0.4998510482,                 0,        283.174701,       300.0218517,                 0,       5473.891938,         5485.82375,                  0,       0.06733991593,        0.06369704843,                    0,          299823.4991,           316495.5187,                     0,           115.4799456,           -116.1020189,                      0,        115.4790984,         116.1020186,                   0,                131.5184782,                 129.0180211,                           0,            -1.467335286e-05,              -5.66181757e-09,                          nan,                       1.138894224,                        1.111247011,                                nan,           298.4200297,            315.0140079,                      0,            6576.674221,             6506.707395,                       0,       7.254532241,      -1.590997828,                 0,                 0,                 0,      -4.094405131,       3.671887754,      -6.455753438,                 0,      -0.219310877
