"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,         0.0835882,      -2.471686524,     -0.5784139419,       3.037302494,                         9,      -4.222007692,               4,      -4.791066457,   9.756138234e-08,   0.0002500624488,                12,              14.4,       14.26606072,          12.83839536,          -13.46588535,                     0,      0.4833840765,      0.4998849976,                 0,       289.2724142,       300.0107132,                 0,       5310.595577,        5490.665694,                  0,       0.06395403756,        0.06375563621,                    0,          304214.7686,           316485.8147,                     0,           163.3676505,             -171.88513,                      0,          163.36768,           171.88513,                   0,                21.78800889,                 24.16204314,                           0,             3.609894637e-07,              4.183320357e-13,                          nan,                      0.1333679275,                       0.1405708751,                                nan,           302.7907437,            315.0043492,                      0,            6231.142598,              6512.59776,                       0,        4.09907632,      -1.208413088,                 0,                 0,                 0,      -2.825635882,       3.891005794,      -1.767134057,                 0,     -0.2948013146
           1,        0.08541145,      -2.712252124,     -0.3864077999,       2.778045103,                        10,      -3.860424409,               4,      -4.191502522,     9.3139867e-08,   0.0003000797275,                12,             17.28,       17.01158447,          13.38524802,          -13.46485474,                     0,      0.4946101918,       0.499803707,                 0,       283.9170834,       300.0194122,                 0,       5358.564505,         5491.23359,                  0,       0.06574960676,        0.06376038163,                    0,          299209.0267,           316490.0923,                     0,           165.6803399,           -171.8591832,                      0,        165.6780105,         171.8591832,                   0,                21.52178955,                  24.1619258,                           0,            -2.811954194e-05,             -7.538758506e-11,                          nan,                      0.1299013037,                       0.1405914153,                                nan,           297.8084336,            315.0086068,                      0,             6333.73839,             6512.918485,                       0,        7.05531879,      -2.395344243,                 0,                 0,                 0,      -5.180479244,       6.653289427,      -3.353943512,                 0,     -0.3395090023
           2,     0.08601363333,      -2.861282861,      -0.476732848,       2.637298828,                        10,      -3.304353429,               5,      -4.307055856,   7.879016473e-08,   0.0003601013737,                12,            20.736,       20.33675555,          14.05626074,          -13.46421832,                     0,      0.5092696935,      0.4997558452,                 0,       282.1754615,       300.0247652,                 0,       5451.081095,        5491.557592,                  0,       0.06729747423,        0.06376300605,                    0,          298208.2466,            316492.855,                     0,           169.9901356,            -171.843987,                      0,        169.9844479,          171.843987,                   0,                22.67363527,                 24.16176074,                           0,            -6.691663281e-05,             -2.428137691e-10,                          nan,                      0.1333865277,                       0.1406028874,                                nan,           296.8123381,            315.0113565,                      0,            6506.641279,             6513.095031,                       0,       9.517362796,      -3.223731017,                 0,                 0,                 0,      -7.359339049,       8.976083833,      -4.516918782,                 0,     -0.3387210392
           3,       0.086429075,       -3.04807719,     -0.5592096415,       2.445860199,                        10,      -2.743671938,               6,      -4.540627269,   6.717368225e-08,   0.0004321279346,               1.2,            2.0736,       2.033675555,          14.38301582,          -13.46395476,                     0,      0.5168372271,      0.4997370497,                 0,       282.2989729,       300.0265032,                 0,       5502.063437,        5491.675467,                  0,       0.06789668706,        0.06376400534,                    0,          298779.2965,           316493.5558,                     0,           172.4020126,           -171.8379301,                      0,        172.3982332,         171.8379301,                   0,                 24.1308117,                 24.16157366,                           0,            -4.384326912e-05,               -4.3764814e-10,                          nan,                      0.1399713399,                       0.1406067545,                                nan,            297.380715,            315.0120541,                      0,            6601.473601,             6513.153257,                       0,       10.41556095,      -3.420400363,                 0,                 0,                 0,      -8.257033919,       9.838169702,      -4.836679177,                 0,     -0.3283932934
           4,        0.07999474,      -3.125314226,     -0.5476995161,       2.369127029,                         4,      -4.644901075,               2,      -4.475727311,   6.091475462e-09,   4.321330912e-05,              1.44,           2.48832,       2.440410667,          14.38248231,          -13.46399855,                     0,      0.5169555219,      0.4997408694,                 0,       282.7101492,       300.0260341,                 0,       5505.422926,        5491.646521,                  0,       0.06783922675,        0.06376376895,                    0,           299221.375,           316493.2911,                     0,           172.5387626,           -171.8391261,                      0,        172.5363796,         171.8391261,                   0,                24.35636908,                 24.16161967,                           0,            -2.762264172e-05,                -5.112335e-10,                          nan,                       0.141166571,                       0.1406060437,                                nan,           297.8207242,            315.0117907,                      0,            6606.020488,             6513.135506,                       0,       10.39984264,      -3.404337564,                 0,                 0,                 0,       -8.26743335,       9.824839874,      -4.818585135,                 0,     -0.3273451033
           5,     0.07515231667,      -3.125945518,     -0.5563430877,       2.367679049,                         4,      -4.194278956,               2,      -4.202942871,   7.269885856e-09,   5.185603491e-05,             1.728,          2.985984,         2.9284928,          14.35537256,          -13.46405876,                     0,      0.5165142034,      0.4997454444,                 0,        283.104561,       300.0255081,                 0,       5504.440399,        5491.615415,                  0,       0.06773254999,        0.06376351956,                    0,          299612.8522,           316493.0119,                     0,           172.4830416,           -171.8405666,                      0,        172.4815218,         171.8405665,                   0,                24.55573984,                 24.16169181,                           0,            -1.762276571e-05,             -6.205819192e-10,                          nan,                      0.1423673654,                       0.1406052849,                                nan,           298.2103688,            315.0115128,                      0,             6602.82681,             6513.118469,                       0,       10.31335155,      -3.365243583,                 0,                 0,                 0,      -8.213662658,       9.744631341,      -4.767834381,                 0,     -0.3262997063
           6,     0.07245871429,       -3.12000281,     -0.5701325237,       2.373424876,                         5,       -4.72571808,               3,      -5.785121583,   8.707537285e-09,   6.222731819e-05,            2.0736,         3.5831808,        3.51419136,          14.30509423,          -13.46413893,                     0,      0.5155832896,      0.4997509302,                 0,       283.4816416,        300.024903,                 0,       5499.548508,        5491.581689,                  0,       0.06758229391,        0.06376325657,                    0,          299957.1838,           316492.7041,                     0,           172.2602174,           -171.8422986,                      0,        172.2591804,         171.8422985,                   0,                24.71467996,                 24.16179795,                           0,             -1.20406444e-05,             -7.827984927e-10,                          nan,                      0.1434738044,                       0.1406044854,                                nan,           298.5530886,            315.0112064,                      0,            6592.739944,             6513.102279,                       0,       10.16677253,      -3.309346668,                 0,                 0,                 0,      -8.102878651,       9.607258161,      -4.692081593,                 0,     -0.3255061189
           7,      0.0705238375,      -3.114339114,     -0.5833023786,       2.379325707,                         5,      -4.299425323,               3,      -5.414238284,   1.046896121e-08,   7.467286679e-05,           2.48832,        4.29981696,       4.217029632,          14.23901171,          -13.46423987,                     0,      0.5143112887,      0.4997574164,                 0,       283.8448752,       300.0241938,                 0,       5491.870803,        5491.544468,                  0,       0.06740156033,        0.06376297511,                    0,          300266.8103,           316492.3469,                     0,           171.9238723,           -171.8443455,                      0,        171.9231214,         171.8443454,                   0,                24.81894118,                 24.16194284,                           0,            -8.734917193e-06,             -1.010782569e-09,                          nan,                      0.1443606943,                       0.1406036537,                                nan,           298.8612658,            315.0108508,                      0,            6577.800905,             6513.086285,                       0,       9.986129302,      -3.247427997,                 0,                 0,                 0,      -7.956986133,       9.436990354,      -4.605624832,                 0,     -0.3251938663
           8,         0.0697143,      -3.111663343,     -0.5900118181,       2.382865751,                         6,      -4.709836044,               3,      -5.066127503,    1.26246431e-08,   8.960752641e-05,          2.985984,       5.159780352,       5.060435558,          14.16686769,          -13.46435807,                     0,      0.5128906386,      0.4997648541,                 0,       284.1999363,       300.0233623,                 0,       5483.015867,         5491.50269,                  0,       0.06720880644,        0.06376266673,                    0,          300559.0813,            316491.918,                     0,           171.5431837,           -171.8466852,                      0,        171.5426537,         171.8466851,                   0,                24.85619538,                 24.16212413,                           0,             -6.17887561e-06,             -1.298930519e-09,                          nan,                      0.1448980463,                       0.1406027944,                                nan,           299.1521686,            315.0104239,                      0,            6560.822834,             6513.069017,                       0,       9.806083644,      -3.192165569,                 0,                 0,                 0,      -7.807563606,       9.266387931,      -4.525842702,                 0,     -0.3255290986
           9,        0.06900217,      -3.108472206,     -0.5885329518,       2.387772889,                         6,      -4.317034886,               3,      -4.748740109,   1.525686443e-08,   0.0001075291084,         3.5831808,       6.191736422,        6.07252267,          14.09789742,           -13.4644854,                     0,      0.5114975709,      0.4997729953,                 0,       284.5504505,       300.0224137,                 0,       5474.612536,        5491.455808,                  0,       0.06702313912,        0.06376232399,                    0,          300848.1804,           316491.4078,                     0,           171.1807452,           -171.8492341,                      0,        171.1804083,          171.849234,                   0,                24.81797792,                 24.16232904,                           0,            -3.936084743e-06,             -1.609654743e-09,                          nan,                      0.1449814156,                       0.1406019013,                                nan,           299.4399145,            315.0099162,                      0,             6544.55073,             6513.048748,                       0,       9.659510326,      -3.154415537,                 0,                 0,                 0,      -7.686021431,       9.126494843,      -4.468060988,                 0,     -0.3265606051
