s,inc_-2.0,inc_-1.8,inc_-1.6,inc_-1.4,inc_-1.2,inc_-1.0,inc_-0.8,inc_-0.6,inc_-0.4,inc_-0.2,inc_-0.0,inc_+0.2,inc_+0.4,inc_+0.6,inc_+0.8,inc_+1.0,inc_+1.2,inc_+1.4,inc_+1.6,inc_+1.8,inc_+2.0
1.0,0.7245433090230448,0.726428233446371,0.7254777693796678,0.7255162924002587,0.7253074598405435,0.7254008438070421,0.7253352062992511,0.725237615835633,0.7252737020897729,0.7249776488344547,0.7250279630299282,0.7252839264825959,0.7243878135431195,0.7247501752579447,0.7246439009760101,0.7244774168858371,0.724208695864785,0.724543529981654,0.7244935381180792,0.7245587933205621,0.7236281499426706
0.9991768544921017,0.7243101698655621,0.7260845152024681,0.724983462146927,0.7250377548728182,0.7248082907518053,0.7249056840408695,0.7248402137659301,0.72474502236505,0.7247757489482122,0.724492924396517,0.7245367061255077,0.7247820766232457,0.7238708441545586,0.7242332651355359,0.7241441147718947,0.7239713811422904,0.7236937322642415,0.724043211098291,0.7239775053402844,0.7240323947202918,0.7230961649766092
0.9983537370607451,0.7245682075334691,0.7260419328696268,0.7247263991372994,0.7247956324543985,0.7245521803371809,0.724652230451358,0.7245872961228433,0.724487454370837,0.7245199677492117,0.7242420428315947,0.7242765972618903,0.7245313674624468,0.7235949633853271,0.7239524330150378,0.7238789267057438,0.723699201514521,0.7234254028439836,0.7237760280249504,0.7237115800332962,0.7237427806106732,0.7228184986485588
0.9975307306941755,0.7253510694544211,0.7264029295550385,0.7248597326446212,0.7249151650717184,0.7246682267319535,0.7247770901625115,0.7247136920747926,0.7245995580904507,0.7246451862777146,0.724360822487483,0.7243873813842029,0.7246436607480261,0.7237197349217246,0.7240540752697777,0.7239980805111726,0.7238162309126963,0.7235429344591243,0.723897391355669,0.7238281322784452,0.7238387180717889,0.7229416671320102
0.996707778798157,0.7262801526238104,0.7269663566138017,0.7251356425628029,0.7251985445112568,0.7249723830521545,0.7250632623010549,0.7250030656967963,0.7248790249847531,0.7249348376808608,0.7246410778050199,0.7246646835827104,0.7249029469314352,0.724037802077822,0.7243330299903025,0.7242914430352373,0.7241107645467248,0.7238560152007564,0.7241757595959833,0.7241245470864457,0.7241072185992455,0.7232668229402767
0.9958849462919853,0.7268973931566485,0.7274679865505769,0.7253043094279158,0.7253597421563924,0.7251536690373099,0.7252420357580918,0.7251838320782524,0.7250483016998133,0.7251148989373616,0.7248111133689892,0.7248315344274594,0.7250744821104759,0.7242434306565861,0.724514385496401,0.7244706993225596,0.7243028274308339,0.7240713849486347,0.724344935220468,0.7243161896762144,0.7243113072372619,0.7235000183897896
0.9950622730594597,0.7276795524590682,0.7284048564953891,0.7259649636780392,0.7259896347828615,0.7257914388158552,0.7258889091245074,0.7258295488481322,0.7256820357494856,0.7257630056029479,0.7254508184255003,0.7254752837179096,0.72573131878431,0.7248943776944774,0.7251675829101417,0.7251151058819275,0.7249508517262336,0.7247222493618929,0.7249766819294283,0.724962244871335,0.7249625262134599,0.7241467137931853
0.9942397858929857,0.7307940091446394,0.7316005695327242,0.7288766999415227,0.7289197516115442,0.728720294706599,0.7288060935855095,0.7287450361240723,0.7286069338647799,0.7286665445945039,0.7283730037068067,0.7284020868983155,0.7286616162316663,0.7278054394833929,0.7280924841591585,0.7280341048502672,0.7278700953223758,0.7276325717387016,0.7278856876420162,0.7278682701090065,0.7278814116566606,0.7270525443122743
0.993417458016236,0.7378644136121656,0.7382848633017136,0.7349496225626982,0.7350045989815283,0.7347972961665856,0.734876567297503,0.7348137572056664,0.734671323141292,0.7347331235635705,0.7344471754872063,0.7344742046139074,0.7347360543765143,0.7338652351485311,0.734148064180683,0.7340970826356527,0.733929187740574,0.7336857898813086,0.7339379670585535,0.733911356932792,0.7339248247294196,0.733104324813136
0.9925951700460336,0.7489256145681199,0.7485482234881613,0.7443875963604301,0.7444618353250577,0.7442452399300323,0.7443071524128306,0.7442389423868959,0.744102069685116,0.7441487113116558,0.7438794974401004,0.7439045663247766,0.744148154728192,0.7432893959339898,0.7435569389573136,0.7435243516473699,0.7433510516120855,0.7430912651594542,0.7433476337608872,0.7433097267822293,0.7433271329604065,0.7425027926725454
