"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,          0.038292,      -2.528485359,    -0.01630712465,       2.923573772,                         8,      -4.071633658,               3,      -5.721691533,   5.402502367e-08,   1.581897588e-05,                12,              14.4,       14.34726172,         -0.167398188,          -1.145381528,                     0,      0.1126660393,       0.292736679,                 0,       291.4953349,       295.0748587,                 0,       31849.29163,        31254.83695,                  0,        0.3806357762,         0.3689920746,                    0,          293637.6284,           301544.4781,                     0,          -13.66825812,           -94.21596131,                      0,        13.51122761,         94.21111803,                   0,                36.59049754,                 35.87517472,                           0,              -0.02284540964,             -0.0001028096547,                          nan,                       2.708154922,                       0.3807955522,                                nan,           292.2631149,            300.1329528,                      0,            32143.63657,             33170.54796,                       0,        19.5041297,        6.48997618,                 0,                 0,                 0,       10.92767561,       11.58216766,        16.9818803,                 0,      0.3327488219
           1,         0.0387623,      -2.765397195,     -0.2807558557,       2.687709413,                        10,       -4.38346399,               3,      -4.064080969,   6.000487663e-08,   2.015486056e-05,                12,             17.28,       17.20986989,        -0.8025991143,          -1.526350242,                     0,      0.2617125212,      0.4758189239,                 0,       270.8052575,       282.6406104,                 0,        25088.3751,        24103.95313,                  0,        0.3227845458,         0.2970942702,                    0,          275841.1387,           296834.3974,                     0,          -75.77153743,           -156.0247716,                      0,        75.62437294,         155.9763862,                   0,                42.31827221,                 37.09856307,                           0,             -0.003880654647,             -0.0006201305854,                          nan,                      0.5595850989,                       0.2378473047,                                nan,           274.5499303,            295.4449199,                      0,            26322.45284,             28147.38136,                       0,       26.62461125,         7.9744925,                 0,                 0,                 0,       15.19448668,       16.34672223,       22.47770289,                 0,      0.2995158286
           2,         0.0389087,      -2.928048001,      -0.539417231,        2.52430504,                        10,      -3.906985868,               4,      -4.581539767,   7.200929684e-08,   2.462567567e-05,                12,            20.736,        20.6508708,         -1.192196506,          -1.784991862,                     0,      0.4325099016,      0.6405848274,                 0,       248.9317751,       264.1915119,                 0,       20167.88039,        20048.36526,                  0,        0.2824308541,          0.264410168,                    0,          259478.1941,           287219.4595,                     0,          -128.8165841,           -205.0682836,                      0,        128.4793527,         204.9891259,                   0,                47.45432599,                 39.10268227,                           0,             -0.005228985266,             -0.0007718640089,                          nan,                      0.3693537133,                         0.19075491,                                nan,           258.2635805,            285.8749894,                      0,             22940.0231,             26425.96276,                       0,       25.21318099,        7.21499964,                 0,                 0,                 0,       14.49953432,       15.68421076,       21.01823609,                 0,      0.2861598321
           3,        0.03866775,      -2.981922809,     -0.6822885023,       2.468524816,                        10,      -3.479859654,               5,      -4.809308055,   8.635527679e-08,   2.897309354e-05,                12,           24.8832,       24.78027014,         -1.278791961,          -1.932530463,                     0,      0.4970249199,      0.7565982969,                 0,       243.5038967,       248.9303626,                 0,       18358.73998,         17788.5813,                  0,        0.2629468683,          0.249055069,                    0,           256748.831,           278729.8674,                     0,          -149.2485224,           -235.9815626,                      0,         148.592924,         235.8473613,                   0,                45.16729226,                  39.9866257,                           0,             -0.008766029638,              -0.001137064088,                          nan,                      0.3039666429,                       0.1695445117,                                nan,           255.5469935,            277.4251369,                      0,            21743.86674,             26002.28547,                       0,       22.36427471,       6.407079385,                 0,                 0,                 0,       12.94218071,       13.90757166,       18.64915279,                 0,      0.2864872422
           4,         0.0383161,      -3.063854432,     -0.7297832557,       2.388766763,                        10,      -3.112868429,               5,       -4.05325821,   1.040212238e-07,   3.336240304e-05,              14.4,          29.85984,       29.73632416,          -1.26057494,          -2.004152766,                     0,      0.5083595919,      0.8312690474,                 0,       244.5195832,        239.596156,                 0,       17654.87913,        16462.17977,                  0,        0.2518589699,         0.2395170635,                    0,           258402.164,            273986.568,                     0,          -154.8812857,           -254.9002855,                      0,        153.6186987,         254.7354538,                   0,                37.99858724,                  39.8109719,                           0,              -0.01623747732,              -0.001292884993,                          nan,                      0.2473565233,                       0.1562835926,                                nan,           257.1925872,            272.7040409,                      0,            21095.98019,             25908.22364,                       0,       20.66283702,        6.30579965,                 0,                 0,                 0,       12.09244631,       12.61549745,       17.53753595,                 0,      0.3051758886
           5,     0.03843973333,       -3.17158276,     -0.7738917749,       2.286141514,                        10,      -2.831838557,               6,      -4.283959428,   1.256940525e-07,   4.027640543e-05,              1.44,          2.985984,       2.973632416,         -1.225663373,          -2.026291823,                     0,       0.505742392,      0.8885055612,                 0,       247.0065546,       234.4971707,                 0,       17323.46634,        15396.44738,                  0,        0.2446943277,         0.2288853722,                    0,          260928.2603,           272797.9548,                     0,           -155.421158,           -269.9259933,                      0,        153.8290443,         269.7736562,                   0,                34.35704477,                 39.48306233,                           0,              -0.02038279677,              -0.001128413606,                          nan,                      0.2233456297,                       0.1463562561,                                nan,           259.7068589,            271.5209915,                      0,            20685.36014,             25732.27289,                       0,       19.65117757,       6.884633192,                 0,                 0,                 0,       11.76419991,       11.45998277,       17.38492879,                 0,      0.3503420172
           6,         0.0364472,      -3.220676503,     -0.8046873927,       2.235470069,                         4,      -4.154866638,               3,      -5.775242595,   1.267063168e-08,   3.987654462e-06,             1.728,         3.5831808,         3.5683589,         -1.221774075,          -2.037430364,                     0,      0.5025318486,      0.8934282063,                 0,       247.7611292,       233.9068089,                 0,       17389.76657,        15372.36343,                  0,        0.2448923964,         0.2290937758,                    0,          261561.9465,           272524.2828,                     0,          -154.5972736,           -271.1221292,                      0,        153.0949404,         270.9978605,                   0,                34.48952872,                 39.37261337,                           0,              -0.01934100948,             -0.0009164895163,                          nan,                      0.2252819632,                       0.1452875432,                                nan,           260.3375788,            271.2486006,                      0,            20718.25878,             25826.65365,                       0,       19.52669837,       6.901264188,                 0,                 0,                 0,       11.71111707,       11.35088468,       17.32272535,                 0,      0.3534270903
           7,      0.0351279375,      -3.257762293,     -0.8151733705,       2.187451677,                         5,      -4.596790875,               3,      -5.381713033,   1.522056538e-08,   4.740876672e-06,            2.0736,        4.29981696,        4.28203068,          -1.21920906,          -2.044992274,                     0,      0.4996141588,       0.898388352,                 0,       248.5203342,       233.4242121,                 0,       17455.18995,        15322.99547,                  0,        0.2450722855,         0.2288169887,                    0,          262211.9343,           272379.6988,                     0,          -153.8383102,           -272.3925158,                      0,        152.4926602,         272.3001395,                   0,                34.74126332,                 39.23289256,                           0,              -0.01741782827,             -0.0006781437715,                          nan,                      0.2278225278,                       0.1440795904,                                nan,           260.9845241,            271.1046934,                      0,            20752.12512,             25879.75282,                       0,       19.43451694,       6.954260481,                 0,                 0,                 0,       11.68338591,       11.24544165,       17.30902162,                 0,      0.3578303748
           8,     0.03408988889,      -3.293529102,     -0.8351438441,       2.138294761,                         5,      -4.137671338,               3,      -4.984434104,   1.828273757e-08,   5.620338105e-06,           2.48832,       5.159780352,       5.138436815,         -1.218694668,          -2.049360387,                     0,      0.4970710945,      0.9035997825,                 0,       249.3279658,       233.0310361,                 0,        17529.1337,        15248.13236,                  0,         0.245320365,         0.2280665548,                    0,          262927.9591,           272361.5886,                     0,          -153.1837819,           -273.7948074,                      0,        152.0601867,         273.7322844,                   0,                35.12934724,                 39.05301769,                           0,              -0.01461609625,             -0.0004566617181,                          nan,                      0.2310226497,                       0.1426686581,                                nan,           261.6971972,             271.086668,                      0,            20798.60497,               25896.916,                       0,       19.33639046,       7.041109155,                 0,                 0,                 0,        11.6619836,       11.11475535,       17.31864393,                 0,       0.364137721
           9,        0.03359765,      -3.320083766,      -0.868103768,       2.098552936,                         6,      -4.476162647,               3,      -4.600211283,   2.196204326e-08,   6.655138335e-06,          2.985984,       6.191736422,       6.166124179,          -1.22091685,          -2.051058891,                     0,      0.4950879526,       0.909268987,                 0,       250.1965267,        232.656629,                 0,       17620.77418,        15147.51741,                  0,        0.2457446698,          0.226906274,                    0,          263733.3066,           272405.5459,                     0,          -152.6973122,           -275.3532895,                      0,        151.8386984,         275.3098312,                   0,                35.68283091,                 38.81130742,                           0,              -0.01121434036,              -0.000315630521,                          nan,                      0.2350048524,                       0.1409731983,                                nan,           262.4987749,            271.1304195,                      0,              20871.038,             25883.60983,                       0,       19.20491647,       7.162754913,                 0,                 0,                 0,       11.63363466,       10.93645537,       17.33573819,                 0,       0.372964648
