"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,     0.03679779998,       -2.52999315,    -0.06400028656,       2.904878512,                         8,      -4.189402335,               3,      -5.517806422,   5.402502367e-08,   1.639324227e-05,                12,              14.4,       14.36246682,        -0.1691548758,          -1.149042097,                     0,      0.1129710981,      0.2935905911,                 0,       291.5868186,       296.2435115,                 0,       31848.98561,         31333.6587,                  0,        0.3805134295,         0.3684631766,                    0,          293731.6057,           302769.6934,                     0,          -13.76697813,            -94.6640598,                      0,        13.63290255,         94.65326916,                   0,                36.64712704,                 36.12056401,                           0,              -0.01938300494,             -0.0002279646797,                          nan,                       2.688138267,                       0.3816092601,                                nan,           292.3566523,            301.3524329,                      0,            32144.09388,             33266.15967,                       0,       19.50440376,       6.490186609,                 0,                 0,                 0,       10.92776756,       11.58225815,       16.98221377,                 0,      0.3327549352
           1,     0.04152699999,      -2.772846397,     -0.3216943978,       2.666556912,                        10,      -4.314323273,               4,       -5.52903841,   6.000529676e-08,   2.000387687e-05,                12,             17.28,       17.23241232,        -0.8107792787,          -1.552592339,                     0,      0.2636420809,      0.4851155825,                 0,       270.8338065,       284.6902399,                 0,        25081.7026,        24196.13116,                  0,        0.3226678617,         0.2960831321,                    0,          275922.0425,           299494.9789,                     0,          -76.56374483,           -159.3545639,                      0,        76.41537936,         159.2475197,                   0,                42.23434446,                 39.18385572,                           0,             -0.003871851215,              -0.001343020993,                          nan,                      0.5526942981,                       0.2460563016,                                nan,           274.6304555,            298.0930473,                      0,            26332.99156,              28424.1849,                       0,       26.63006901,       7.973046731,                 0,                 0,                 0,       15.19650019,       16.35193986,       22.47986015,                 0,      0.2994001528
           2,     0.04765503334,      -2.924920239,      -0.547997901,       2.530101687,                        10,      -3.814041649,               4,      -4.661275649,   7.199675454e-08,   2.414526529e-05,                12,            20.736,       20.67794686,         -1.204084446,          -1.809654652,                     0,      0.4343290957,      0.6433518308,                 0,       249.1689789,       268.0817514,                 0,       20261.68391,        20487.05999,                  0,        0.2834743467,         0.2663685129,                    0,          259799.5808,           291632.6086,                     0,          -129.7119264,           -206.7258432,                      0,        129.3116931,         206.5041087,                   0,                47.00380371,                 43.47984701,                           0,             -0.006161590408,              -0.002144052925,                          nan,                       0.363492292,                       0.2105519706,                                nan,           258.5834627,            290.2674806,                      0,            23070.39354,             27069.09873,                       0,       25.24139023,       7.201098353,                 0,                 0,                 0,       14.50858724,       15.71507448,       21.02427246,                 0,      0.2852892922
           3,         0.0525067,      -2.950083079,      -0.654066298,       2.505139786,                        10,      -3.485758019,               5,      -5.163898479,   8.632858816e-08,   2.919786292e-05,                12,           24.8832,       24.81286666,          -1.29689289,          -1.941674664,                     0,      0.4998659082,      0.7495325039,                 0,       243.7995443,       254.3458675,                 0,       18501.31176,        18351.54361,                  0,        0.2646536545,         0.2516278983,                    0,          257196.5953,            284245.109,                     0,          -150.7038644,           -235.6524643,                      0,        149.7934559,         235.2545105,                   0,                44.01169942,                 44.21099275,                           0,              -0.01204559149,              -0.003374611571,                          nan,                      0.2938159023,                       0.1879283532,                                nan,           255.9926619,            282.9145619,                      0,            21958.92193,             26658.94872,                       0,       22.46034252,       6.318467651,                 0,                 0,                 0,        12.9601736,       14.03768874,       18.63688049,                 0,      0.2813166204
           4,        0.05252446,      -2.994023142,     -0.6825271235,       2.463952096,                        10,      -3.221811745,               5,      -4.401429357,   1.039465162e-07,   3.636511269e-05,              14.4,          29.85984,          29.77544,         -1.281442554,          -1.987316743,                     0,      0.5134714676,      0.8178423855,                 0,       244.6210515,       245.6555808,                 0,       17779.11903,        16910.34194,                  0,        0.2535161134,         0.2400913648,                    0,           258781.165,           279824.6077,                     0,           -157.127316,           -253.6907459,                      0,        155.3158896,         253.2304649,                   0,                36.00183343,                 41.76096673,                           0,              -0.02292389425,              -0.003625386072,                          nan,                      0.2317974904,                       0.1649128858,                                nan,           257.5698141,            278.5147529,                      0,            21335.35098,             26271.20512,                       0,       20.93253393,       5.952155972,                 0,                 0,                 0,       12.10767501,       13.04433815,       17.41965498,                 0,      0.2843495198
           5,     0.05361866667,       -3.04657668,     -0.6935669556,       2.416001866,                        10,      -2.963752373,               6,      -4.677462662,    1.25528917e-07,    4.18067712e-05,              14.4,          29.85984,          29.77544,         -1.238163607,          -1.988389771,                     0,      0.5093596966,      0.8704969135,                 0,       246.9401926,       240.7043407,                 0,       17377.65935,        15684.34594,                  0,        0.2455369156,         0.2271685254,                    0,          261062.2741,           278493.9779,                     0,          -157.2874612,           -267.9435091,                      0,        155.0718632,         267.5456622,                   0,                31.25373681,                 39.36160094,                           0,              -0.02797417204,               -0.00296742743,                          nan,                      0.2015435694,                       0.1471210582,                                nan,           259.8402454,            277.1903517,                      0,            20822.64122,             25731.28155,                       0,       20.25327201,       5.950982669,                 0,                 0,                 0,       11.74658278,       12.50471432,        17.0070968,                 0,      0.2938282104
           6,     0.05176662857,      -3.076799303,     -0.6837743714,       2.385611069,                        10,      -3.036762946,               6,      -4.368041428,   1.264392709e-07,   4.186461436e-05,             17.28,         35.831808,         35.730528,         -1.212846498,          -1.990170638,                     0,      0.5019880674,      0.9098948002,                 0,       249.3105892,       237.7650881,                 0,        17243.7076,        14862.37321,                  0,        0.2413406506,         0.2178326879,                    0,          263164.6242,            278449.127,                     0,          -155.4498961,           -278.6068533,                      0,        153.9170256,         278.3932566,                   0,                32.15443971,                 38.69961555,                           0,              -0.01962449371,              -0.001532732406,                          nan,                      0.2089076213,                       0.1390106069,                                nan,           261.9327544,            277.1457107,                      0,            20543.07648,             25425.89222,                       0,       19.70096724,       6.128362275,                 0,                 0,                 0,       11.48088234,       11.95788054,        16.8135073,                 0,      0.3110691063
           7,       0.050473575,      -3.129524478,      -0.697781598,       2.329734378,                        10,      -2.748017995,               7,      -4.782266115,   1.527947811e-07,   4.943389447e-05,             1.728,         3.5831808,         3.5730528,         -1.203362224,          -2.001800911,                     0,      0.4960201442,       0.945403815,                 0,       251.7579559,       235.2151673,                 0,       17356.08601,         14277.4707,                  0,        0.2404818353,         0.2114817486,                    0,          265407.6851,           278579.8176,                     0,          -153.3655345,           -287.9818512,                      0,        152.6260135,         287.9550571,                   0,                36.71441212,                 39.27436021,                           0,             -0.009620648491,             -0.0001860734198,                          nan,                      0.2405514714,                       0.1363905903,                                nan,           264.1653156,            277.2757896,                      0,            20565.51296,             25392.07562,                       0,       18.75329669,       6.542301351,                 0,                 0,                 0,       11.04947029,       10.95319146,       16.56850749,                 0,      0.3488614008
           8,         0.0479438,      -3.200986391,     -0.7378098125,       2.257910489,                         5,      -4.778443094,               3,      -5.367746185,   1.540091517e-08,   4.871581227e-06,            2.0736,        4.29981696,        4.28766336,         -1.205283325,          -2.008852592,                     0,      0.4948484347,      0.9483697394,                 0,       252.1677141,       235.0899162,                 0,       17437.90407,        14278.19654,                  0,        0.2412214226,         0.2116147872,                    0,           265778.512,           278695.5568,                     0,           -153.038472,           -288.8040902,                      0,        152.3625539,         288.7756803,                   0,                 37.0638043,                 39.38996536,                           0,             -0.008813802885,             -0.0001967320255,                          nan,                       0.243260587,                       0.1364033333,                                nan,           264.5344066,             277.390987,                      0,            20644.57453,             25479.11938,                       0,       18.68120922,       6.561858324,                 0,                 0,                 0,       11.01640357,        10.8839965,       16.54038037,                 0,      0.3512544743
           9,        0.04586978,      -3.255245768,     -0.7610670284,       2.191423066,                         5,      -4.272365592,               3,      -4.974153973,   1.849428452e-08,   5.794283575e-06,           2.48832,       5.159780352,       5.145196032,         -1.208024422,          -2.014757439,                     0,      0.4940064087,      0.9517088906,                 0,       252.5601491,       234.8799731,                 0,       17521.76145,        14261.93262,                  0,        0.2420006851,          0.211573061,                    0,          266148.0561,            278744.517,                     0,          -152.7727546,           -289.6998858,                      0,        152.1718131,          289.670165,                   0,                37.58181375,                  39.4042898,                           0,               -0.0078516558,             -0.0002051729059,                          nan,                      0.2469696126,                       0.1360315785,                                nan,           264.9022209,             277.439718,                      0,            20730.08194,             25547.29908,                       0,        18.5846436,       6.597073511,                 0,                 0,                 0,       10.97285917,       10.78584111,       16.50987547,                 0,      0.3549744431
          10,     0.04447327273,       -3.30513348,     -0.7945440816,       2.125494082,                         6,      -4.567488941,               3,      -4.592534105,    2.22088522e-08,   6.883559578e-06,          2.985984,       6.191736422,       6.174235238,         -1.212337375,          -2.020169239,                     0,      0.4936941353,      0.9555390678,                 0,       252.9347031,       234.5413732,                 0,       17612.56307,        14229.19811,                  0,         0.242887151,         0.2114023867,                    0,          266526.6666,           278684.9235,                     0,          -152.6346134,           -290.6891196,                      0,        152.1112312,         290.6645894,                   0,                38.26468295,                 39.24639309,                           0,             -0.006846217619,             -0.0001687660228,                          nan,                      0.2515572495,                       0.1350229595,                                nan,           265.2790592,            277.3804035,                      0,              20831.043,             25600.00466,                       0,       18.44854484,        6.65156931,                 0,                 0,                 0,       10.91165381,       10.64455434,       16.47075117,                 0,      0.3605470983
          11,        0.04336515,      -3.339562184,     -0.8364713209,       2.074293156,                         6,      -4.133751007,               3,      -4.245997414,   2.667330094e-08,   8.212717766e-06,         3.5831808,       7.430083707,       7.409082286,         -1.218614681,          -2.025942758,                     0,      0.4940183626,      0.9600466339,                 0,       253.2599573,       234.0181567,                 0,       17710.84222,        14180.56113,                  0,        0.2439185599,         0.2111592084,                    0,          266886.9724,            278466.916,                     0,          -152.6661944,           -291.8039677,                      0,        152.2119849,         291.7968247,                   0,                39.03190352,                 38.84407041,                           0,             -0.005941509234,             -4.895682152e-05,                          nan,                      0.2564312104,                       0.1331202643,                                nan,           265.6376784,            277.1634164,                      0,            20950.05932,              25642.6322,                       0,       18.26048257,       6.728791658,                 0,                 0,                 0,       10.82689879,       10.44815994,       16.41821595,                 0,      0.3684892571
          12,     0.04285013077,       -3.36631672,     -0.8831940129,       2.034469267,                         7,      -4.353567267,               4,      -5.077295929,   3.204457077e-08,   9.789292007e-06,        4.29981696,       8.916100448,       8.890898743,         -1.226529861,          -2.032466669,                     0,      0.4948946802,      0.9651957803,                 0,       253.4758969,       233.2975399,                 0,        17810.2889,        14119.20181,                  0,        0.2450675759,         0.2108996186,                    0,          267160.7719,           278072.4615,                     0,          -152.8566384,           -293.0231483,                      0,        152.4537223,            293.0451,                   0,                39.72381086,                 38.20844819,                           0,             -0.005264868309,              0.0001498341234,                          nan,                      0.2605630762,                       0.1303841907,                                nan,           265.9101962,            276.7708083,                      0,            21078.76102,             25679.56045,                       0,       18.00704319,       6.832006293,                 0,                 0,                 0,       10.71214164,       10.18400876,       16.34673912,                 0,      0.3794074475
          13,     0.04433042857,      -3.402630204,     -0.9313206245,       1.990397466,                         8,      -4.456843684,               4,      -4.656323365,   3.851332371e-08,   1.166154189e-05,       5.159780352,       10.69932054,       10.66907849,         -1.235015485,          -2.039840617,                     0,      0.4960407527,      0.9710000872,                 0,       253.5179158,         232.36941,                 0,       17899.38847,        14047.10731,                  0,         0.246241373,         0.2106610743,                    0,          267264.2299,           277490.8384,                     0,           -153.139136,           -294.3307401,                      0,        152.7629942,         294.3831231,                   0,                40.14625622,                 37.39878391,                           0,             -0.004906386552,              0.0003559779818,                          nan,                      0.2628009253,                       0.1270411955,                                nan,             266.01317,            276.1919078,                      0,            21199.58178,              25715.7196,                       0,       17.67082477,       6.965319358,                 0,                 0,                 0,       10.55898661,       9.835769753,       16.24904167,                 0,      0.3941705862
          14,     0.04500903333,      -3.454514544,     -0.9767763593,       1.938625852,                         9,      -4.454188531,               4,      -4.207037731,   4.631078417e-08,   1.389242553e-05,       6.191736422,       12.83918465,       12.80289419,          -1.24274088,          -2.047609746,                     0,      0.4971053071,      0.9773751207,                 0,       253.3501635,        231.248975,                 0,       17967.25384,        13965.08185,                  0,        0.2473293584,         0.2104416811,                    0,          267140.7887,           276731.6396,                     0,          -153.4237356,           -295.6864458,                      0,        153.0451974,         295.7589965,                   0,                40.15577122,                 36.52688912,                           0,             -0.004928457926,              0.0004907875466,                          nan,                      0.2623785124,                       0.1235022081,                                nan,           265.8903066,            275.4362628,                      0,            21294.74376,             25751.27464,                       0,       17.22753831,       7.135371867,                 0,                 0,                 0,       10.35576985,        9.38009728,       16.11568747,                 0,      0.4141840663
          15,     0.04624503125,      -3.510347841,      -1.013859272,       1.896361034,                        10,      -4.383633095,               5,      -4.728584537,   5.571863199e-08,   1.660381979e-05,       7.430083707,       15.40702157,       15.36347303,         -1.249151451,          -2.054671495,                     0,      0.4979774848,      0.9841259817,                 0,       252.9715973,       229.9677675,                 0,       18008.82117,        13871.02978,                  0,        0.2482682182,         0.2101809549,                    0,          266783.9903,           275813.0412,                     0,          -153.6852035,           -297.0231691,                      0,        153.2723669,         297.0989853,                   0,                39.71606054,                 35.73390279,                           0,             -0.005365280579,              0.0005105722727,                          nan,                      0.2591208144,                       0.1202760849,                                nan,           265.5351784,            274.5219644,                      0,            21356.94548,             25777.21383,                       0,       16.63893776,       7.352831658,                 0,                 0,                 0,       10.08385616,       8.780103045,       15.93198587,                 0,      0.4419051122
          16,     0.04664315882,      -3.545782516,      -1.042353091,       1.885797659,                        10,      -3.935429366,               5,      -4.480469188,   6.708452908e-08,   1.991595042e-05,       8.916100448,       18.48842589,       18.43616763,         -1.254869889,          -2.059882226,                     0,      0.4986626844,      0.9915846895,                 0,        252.438964,        228.471784,                 0,       18035.47579,        13752.37815,                  0,        0.2491645115,         0.2097337903,                    0,          266255.0875,           274698.3936,                     0,          -153.9266655,           -298.3800289,                      0,        153.4543036,         298.4410102,                   0,                38.90436219,                 35.16032464,                           0,              -0.00612807529,              0.0004087912557,                          nan,                      0.2535240868,                       0.1178133146,                                nan,           265.0087514,            273.4125344,                      0,            21399.87516,             25779.88188,                       0,       15.83109683,       7.629227535,                 0,                 0,                 0,       9.705873737,       7.969994314,       15.66230923,                 0,      0.4819140213
          17,     0.04633001111,      -3.549123735,       -1.06944132,       1.902013921,                        10,      -3.559249592,               5,      -4.107393803,   8.084791553e-08,   2.391714129e-05,       10.69932054,       22.18611107,       22.12340116,         -1.262374067,          -2.061253563,                     0,      0.4996502481,      0.9992705303,                 0,       251.8046616,       226.8791431,                 0,       18067.57651,        13607.46967,                  0,        0.2502496561,         0.2089642275,                    0,          265634.4459,             273483.06,                     0,          -154.2800723,           -299.6641386,                      0,        153.7428275,         299.6906626,                   0,                37.90312166,                 34.94722205,                           0,             -0.006952412488,              0.0001770322571,                          nan,                      0.2465358695,                       0.1166109806,                                nan,            264.391015,            272.2028898,                      0,            21454.08037,             25741.16617,                       0,       14.64664169,       7.956232206,                 0,                 0,                 0,       9.140208246,       6.829630619,       15.20466669,                 0,      0.5432120465
          18,     0.04604014737,      -3.538009351,      -1.096033868,       1.919821467,                        10,      -3.221142938,               6,      -4.597493744,   9.758330074e-08,   2.872482015e-05,       12.83918465,       26.62333328,       26.54808139,         -1.274098484,          -2.058527808,                     0,      0.5011562594,       1.006664667,                 0,       251.1480624,       225.4006458,                 0,       18134.63547,         13448.6353,                  0,        0.2518484321,         0.2078611079,                    0,          265016.0606,           272372.9247,                     0,          -154.7835375,           -300.8488568,                      0,        154.2140634,          300.830205,                   0,                36.95680292,                 35.22740412,                           0,              -0.00734479191,              -0.000123991061,                          nan,                      0.2396461263,                        0.117100622,                                nan,           263.7755244,             271.097951,                      0,            21556.19616,             25666.49421,                       0,       12.79814661,       8.255025156,                 0,                 0,                 0,       8.237043466,       5.178136745,       14.32218199,                 0,      0.6450172362
          19,       0.045797475,      -3.530919915,      -1.109798446,       1.926761365,                        10,      -2.901703258,               7,      -4.766561323,   1.180519981e-07,   3.443736599e-05,       1.283918465,       2.662333328,       2.654808139,         -1.290594335,          -2.053509382,                     0,      0.5033366511,       1.013105607,                 0,       250.4753373,        224.287367,                 0,       18238.29853,           13302.68,                  0,        0.2539675834,         0.2066078672,                    0,           264413.869,           271612.5529,                     0,          -155.4407038,            -301.925231,                      0,        154.8970919,         301.8668855,                   0,                36.28377412,                  35.9660232,                           0,             -0.006982230414,             -0.0003864524338,                          nan,                      0.2342443856,                       0.1191453085,                                nan,           263.1761516,            270.3411385,                      0,            21709.39926,             25584.66021,                       0,       9.929204683,       8.324437931,                 0,                 0,                 0,       6.810130626,       2.853906186,       12.63885248,                 0,      0.8383791247
          20,     0.04483403333,      -3.529695229,      -1.105819432,       1.927670574,                         4,      -4.370049476,               3,      -5.549279511,   1.182936916e-08,   3.449824646e-06,       1.540702157,       3.194799994,       3.185769767,         -1.290370928,          -2.053180791,                     0,      0.5030812588,       1.012869525,                 0,        250.495133,       224.2853565,                 0,       18243.08217,        13303.56642,                  0,        0.2540169954,         0.2066251271,                    0,          264420.8587,            271588.463,                     0,          -155.3684372,           -301.8483021,                      0,        154.8368966,         301.7845897,                   0,                36.28873728,                  36.0185854,                           0,             -0.006830619915,             -0.0004221036879,                          nan,                       0.234367506,                       0.1193519703,                                nan,           263.1831085,            270.3171614,                      0,            21710.68411,             25579.75167,                       0,       9.755776788,       8.318702601,                 0,                 0,                 0,       6.723147957,       2.719424438,       12.52919488,                 0,      0.8526950526
