"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,"LinSolIterTrans", "LinSolResTrans" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,     0.05435360014,      -3.111577295,       -1.61394345,       2.411785881,     -0.2557674375,       4.599944942,                         9,      -4.231594655,               3,      -4.492200898,                4,      -4.860469147,    2.02591862e-07,   1.264649245e-05,                12,              14.4,       14.26039568,         0.8880690257,         -0.9021716452,                     0,      0.6622802762,      0.6999163056,                 0,       282.5949865,        300.008923,                 0,       12005.90212,        12363.95275,                  0,        0.1480026583,         0.1435666313,                    0,          308867.4171,           330987.3945,                     0,           182.1087799,           -190.7129766,                      0,        182.1106202,         190.7129766,                   0,                129.0453599,                 150.6410559,                           0,             2.021116677e-05,              1.783351244e-11,                          nan,                      0.7086097437,                        0.789883618,                                nan,           307.3863333,            329.4027674,                      0,            16114.31214,             17148.77439,                       0,       1.386205226,      0.4966567454,                 0,                 0,                 0,      0.7619933185,      0.7800436694,       1.248905411,                 0,      0.3582851486
           1,     0.05602739996,      -3.307328944,      -1.009577451,       2.204361677,     -0.6565412954,       4.256137595,                        10,      -3.801619588,               4,      -4.668846101,                4,      -4.504315576,     2.5865686e-07,   1.525718261e-05,                12,             17.28,       16.95007647,         0.9295003666,         -0.9021558621,                     0,      0.6723929119,       0.699858008,                 0,       272.1066534,       300.0326705,                 0,       12050.38304,        12365.55463,                  0,        0.1542818563,         0.1435738672,                    0,          298126.8861,           330995.9436,                     0,           182.8615236,           -190.7000287,                      0,         182.860185,         190.7000287,                   0,                126.4929734,                 150.6403065,                           0,            -1.464001832e-05,             -2.784872333e-11,                          nan,                      0.6917469398,                       0.7899333187,                                nan,           296.7104601,            329.4239448,                      0,             16314.8711,             17150.10393,                       0,       2.662205894,      0.9680039115,                 0,                 0,                 0,       1.489072797,       1.489287752,       2.409645987,                 0,      0.3636097095
           2,     0.05701446665,      -3.412222881,       -1.15662175,        2.11295227,      -1.022139222,       3.866927544,                        10,      -3.356532422,               4,      -4.158841142,                4,      -4.470851688,   2.560684995e-07,   1.856378296e-05,                12,            20.736,       20.21051681,         0.9658199067,         -0.9021622268,                     0,      0.6995272061,      0.6998389172,                 0,       267.3111283,       300.0465782,                 0,        12151.4672,        12366.26459,                  0,        0.1583662412,          0.143575455,                    0,          294869.8902,           331001.3131,                     0,           185.1066112,            -190.699265,                      0,        185.1030075,          190.699265,                   0,                135.2668027,                 150.6396652,                           0,            -3.893626227e-05,             -1.897352275e-10,                          nan,                      0.7307650189,                       0.7899331189,                                nan,            293.472315,            329.4376114,                      0,            16849.18956,             17150.79641,                       0,       3.888438937,       1.316783998,                 0,                 0,                 0,       2.211040709,       2.235439884,       3.443353886,                 0,      0.3386407809
           3,     0.05675007502,      -3.530403202,      -1.301615101,       2.002045428,      -1.332506132,       3.556646548,                        10,      -2.856259492,               5,      -4.481655708,                4,      -4.436961711,   2.547108013e-07,   2.238448898e-05,               1.2,            2.0736,       2.021051681,          0.979674974,         -0.9021792972,                     0,      0.7243182392,      0.6998445081,                 0,       266.1506922,       300.0528639,                 0,       12189.00859,        12366.37735,                  0,        0.1595438689,         0.1435737565,                    0,          295480.6597,           331003.6586,                     0,           186.3657795,           -190.7051294,                      0,        186.3659993,         190.7051294,                   0,                146.2213008,                 150.6394799,                           0,             2.358409451e-06,              -3.44220985e-10,                          nan,                      0.7845921538,                       0.7899078558,                                nan,           294.0787381,            329.4449824,                      0,            17285.04722,             17151.03837,                       0,       5.062988413,       1.552673559,                 0,                 0,                 0,       2.932994129,       3.010999155,       4.356435577,                 0,      0.3066713634
           4,     0.05316034001,      -3.656414439,      -1.343561502,        1.86671045,      -1.601919712,       3.382549099,                         4,      -4.808553061,               2,      -4.154669291,                4,      -4.392102151,   2.539880385e-08,   2.238743026e-06,              1.44,           2.48832,       2.425262017,         0.9784852613,         -0.9021873242,                     0,      0.7275799812,      0.6998470124,                 0,       266.6911214,       300.0565383,                 0,       12192.53062,         12366.4507,                  0,        0.1592650035,         0.1435728499,                    0,          296335.6758,           331004.8091,                     0,           186.4620919,           -190.7080304,                      0,         186.462987,         190.7080304,                   0,                148.2168385,                 150.6396109,                           0,             9.600610621e-06,             -4.012344901e-10,                          nan,                      0.7948861107,                       0.7898965268,                                nan,           294.9281667,            329.4492271,                      0,            17341.53814,             17151.17843,                       0,       5.367315992,       1.590113742,                 0,                 0,                 0,       3.121273877,       3.226623609,         4.5744336,                 0,       0.296258641
           5,     0.05086903332,      -3.685222426,      -1.317084738,       1.834220711,      -1.655772069,       3.473314007,                         4,      -4.333703072,               2,      -4.049499888,                4,      -4.345519802,   3.051485549e-08,    2.68660289e-06,             1.728,          2.985984,       2.910314421,         0.9766464174,         -0.9021945949,                     0,      0.7303857572,       0.699854445,                 0,       267.2884723,       300.0562504,                 0,        12193.3983,        12366.34361,                  0,        0.1589193134,         0.1435717444,                    0,          297219.0806,           331004.7244,                     0,           186.5149858,           -190.7110358,                      0,        186.5160423,         190.7110358,                   0,                150.0541255,                 150.6397819,                           0,             1.132884763e-05,             -4.720033253e-10,                          nan,                      0.8045105591,                       0.7898849757,                                nan,            295.807108,            329.4495353,                      0,            17387.33582,             17151.14366,                       0,       5.640241354,       1.618083386,                 0,                 0,                 0,       3.292008732,       3.423473984,       4.765536932,                 0,      0.2868819407
           6,     0.05037504285,      -3.722019384,      -1.292760085,       1.793761288,      -1.709016972,       3.497064526,                         5,      -4.830225136,               3,      -5.627545502,                4,      -4.308881908,   3.670866913e-08,   3.223662558e-06,            2.0736,         3.5831808,       3.492377305,         0.9741736913,         -0.9022014272,                     0,      0.7325193937,      0.6998623227,                 0,        267.943852,       300.0558512,                 0,       12191.71353,        12366.21909,                  0,        0.1585081063,         0.1435704897,                    0,          298115.7263,           331004.5249,                     0,           186.5252752,           -190.7141468,                      0,         186.526112,         190.7141468,                   0,                151.6226468,                 150.6399958,                           0,             8.972515461e-06,             -5.510019108e-10,                          nan,                      0.8128762517,                       0.7898732125,                                nan,           296.6993839,            329.4497587,                      0,            17418.98268,             17151.09152,                       0,       5.842740656,       1.632087543,                 0,                 0,                 0,       3.421281427,       3.573711169,       4.902031885,                 0,      0.2793359554
           7,     0.04972358749,      -3.751089319,      -1.283822842,       1.761881543,      -1.763177283,       3.519473522,                         5,       -4.34355169,               3,      -5.357027803,                4,       -4.28453922,   4.422837187e-08,   3.867594618e-06,           2.48832,        4.29981696,       4.190852766,         0.9711582216,         -0.9022081865,                     0,      0.7337585275,      0.6998706192,                 0,       268.6560848,       300.0553529,                 0,       12188.10301,        12366.08292,                  0,        0.1580408638,         0.1435691472,                    0,          299006.0638,           331004.2313,                     0,           186.4983881,            -190.717359,                      0,        186.4987848,          190.717359,                   0,                152.8034807,                 150.6402515,                           0,             4.254017876e-06,             -6.330592717e-10,                          nan,                      0.8193269508,                       0.7898612497,                                nan,           297.5855013,            329.4499085,                      0,            17433.65601,             17151.02965,                       0,       5.938902822,       1.629165051,                 0,                 0,                 0,       3.486660449,       3.650988264,       4.959337677,                 0,      0.2743208805
           8,     0.04934112223,      -3.755222853,      -1.294774858,       1.757103483,      -1.819431659,       3.513186716,                         6,      -4.648200081,               3,      -5.073881598,                4,      -4.270088571,   5.337615946e-08,   4.639604875e-06,          2.985984,       5.159780352,       5.029023319,          0.967763385,         -0.9022150506,                     0,      0.7339006431,      0.6998792294,                 0,       269.4158607,        300.054767,                 0,       12183.57791,        12365.94043,                  0,        0.1575367279,         0.1435677733,                    0,          299862.8615,           331003.8592,                     0,           186.4421453,           -190.7206352,                      0,        186.4420378,         190.7206352,                   0,                153.4801262,                 150.6405446,                           0,            -1.153032156e-06,             -7.154917769e-10,                          nan,                      0.8232055815,                       0.7898492185,                                nan,           298.4383281,            329.4499885,                      0,            17429.43686,             17150.96381,                       0,        5.91283336,       1.609841751,                 0,                 0,                 0,       3.477520261,       3.642505742,       4.928015901,                 0,      0.2722623238
           9,     0.04932858001,      -3.741340577,      -1.321421937,       1.772527199,      -1.877600609,         3.3942962,                         6,      -4.163757277,               3,      -4.695037492,                4,      -4.263307066,   6.408632892e-08,   5.565196659e-06,         3.5831808,       6.191736422,       6.034827983,         0.9642037691,         -0.9022218355,                     0,      0.7328027562,      0.6998879113,                 0,       270.2012684,       300.0541133,                 0,       12179.28672,        12365.79594,                  0,        0.1570236899,         0.1435664086,                    0,          300649.5878,           331003.4216,                     0,           186.3639198,           -190.7238824,                      0,        186.3633804,         190.7238824,                   0,                153.5570945,                 150.6408703,                           0,            -5.788242285e-06,             -7.959084503e-10,                          nan,                      0.8239660291,                       0.7898374784,                                nan,           299.2214827,                 329.45,                      0,            17405.64581,             17150.89629,                       0,       5.783870031,       1.579425427,                 0,                 0,                 0,       3.404555167,       3.560149769,       4.824217122,                 0,      0.2730741559
