"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,"LinSolIterTrans", "LinSolResTrans" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,     0.05261040013,      -3.116997104,      -1.564329238,       2.407036171,     -0.2618856161,       4.593742369,                         9,      -4.166235384,               3,      -4.396332121,                4,      -4.864683383,   2.025234747e-07,   1.252642402e-05,                12,              14.4,        14.2625932,         0.9144885183,         -0.9312228219,                     0,      0.6651572835,      0.6999161332,                 0,       282.2606908,       300.0087427,                 0,       11978.98137,        12363.91562,                  0,        0.1478460544,         0.1435662865,                    0,          308718.6255,            330987.181,                     0,            187.725195,           -196.8546713,                      0,        187.7270174,         196.8546713,                   0,                122.2679793,                 142.5213701,                           0,             1.941609811e-05,              2.571276525e-11,                          nan,                      0.6513073132,                       0.7239928275,                                nan,           307.2382381,            329.4025549,                      0,            16117.72665,             17148.72026,                       0,       1.364243236,      0.5308372609,                 0,                 0,                 0,      0.7577739088,      0.7938255333,       1.229954807,                 0,      0.3891074897
           1,     0.05416985007,      -3.312697667,     -0.9990581279,       2.198574046,     -0.6602046352,       4.252204058,                        10,      -3.778652769,               4,      -4.559223928,                4,      -4.436136429,   2.587807763e-07,   1.503180312e-05,                12,             17.28,       16.95621749,          0.958256618,         -0.9312084305,                     0,      0.6767356075,      0.6998572517,                 0,       271.8676241,       300.0324934,                 0,       12030.72081,        12365.51165,                  0,        0.1541663236,         0.1435734528,                    0,          298185.1954,           330995.6496,                     0,           188.6609978,           -196.8418034,                      0,        188.6591902,         196.8418034,                   0,                120.1765491,                 142.5206821,                           0,            -1.916229048e-05,             -1.589006704e-11,                          nan,                      0.6370034189,                        0.724036661,                                nan,           296.7684222,            329.4236868,                      0,            16349.65707,             17150.03275,                       0,       2.612643532,       1.016811477,                 0,                 0,                 0,       1.479491651,        1.52011991,       2.355641582,                 0,      0.3891887524
           2,     0.05421803333,       -3.41806786,      -1.145478873,       2.106653104,      -1.023944423,       3.865026102,                        10,       -3.35217492,               4,      -4.026096534,                4,      -4.378638878,   2.561782308e-07,   1.813908116e-05,                12,            20.736,       20.22086925,         0.9969568218,         -0.9312142235,                     0,      0.7029621425,      0.6998373472,                 0,       267.3240992,        300.046463,                 0,       12145.40051,        12366.23504,                  0,        0.1582797611,         0.1435751671,                    0,          295143.2535,           331001.0286,                     0,           191.1798813,           -196.8406777,                      0,        191.1757111,         196.8406777,                   0,                128.5783263,                 142.5200979,                           0,            -4.362508086e-05,             -1.697819663e-10,                          nan,                      0.6725662251,                        0.724037834,                                nan,           293.7441755,             329.437353,                      0,            16892.54605,             17150.73139,                       0,        3.81141314,       1.386404642,                 0,                 0,                 0,       2.194538036,       2.274453995,       3.357952796,                 0,      0.3637508166
           3,     0.05435789999,       -3.53701352,      -1.293342176,       1.994445823,      -1.333362946,       3.555927146,                        10,      -2.836235867,               5,      -4.340869659,                4,      -4.318613986,   2.548289984e-07,   2.186366823e-05,               1.2,            2.0736,       2.022086925,          1.011611589,         -0.9312298621,                     0,      0.7253499807,       0.699842181,                 0,         266.40259,       300.0528472,                 0,       12192.60197,        12366.36751,                  0,        0.1594399774,         0.1435736502,                    0,          295840.2733,           331003.4393,                     0,           192.5671196,           -196.8460631,                      0,        192.5665938,         196.8460631,                   0,                138.7218895,                 142.5199307,                           0,            -5.460920221e-06,             -3.113723723e-10,                          nan,                      0.7203839814,                       0.7240171763,                                nan,           294.4363925,            329.4447686,                      0,            17306.31985,              17150.9891,                       0,       4.956321722,       1.652737538,                 0,                 0,                 0,        2.90733573,       3.045707373,       4.245036276,                 0,      0.3334605038
           4,     0.05104478002,      -3.662614688,      -1.338864074,       1.858773561,      -1.602449629,       3.380571118,                         4,      -4.790119124,               2,      -4.166342741,                4,      -4.270313692,   2.541566109e-08,   2.185379542e-06,              1.44,           2.48832,        2.42650431,          1.010400475,         -0.9312374928,                     0,       0.728053052,      0.6998446359,                 0,        266.965056,       300.0565309,                 0,       12196.91828,        12366.44494,                  0,        0.1591589435,         0.1435727866,                    0,          296676.8617,           331004.6146,                     0,           192.6727487,           -196.8488602,                      0,        192.6729421,         196.8488601,                   0,                 140.517561,                 142.5200648,                           0,             2.008108073e-06,               -3.5988168e-10,                          nan,                      0.7293061469,                       0.7240075697,                                nan,           295.2674979,            329.4490193,                      0,            17355.16489,             17151.13406,                       0,       5.248262504,       1.698540362,                 0,                 0,                 0,       3.090163735,       3.255334053,       4.453324475,                 0,      0.3236386063
           5,     0.04868683335,      -3.691136083,      -1.313583375,       1.826384753,      -1.656226931,       3.469655714,                         4,      -4.315021517,               2,      -4.053656612,                4,      -4.229630888,    3.05371177e-08,   2.624281667e-06,             1.728,          2.985984,       2.911805172,          1.008399414,         -0.9312443776,                     0,      0.7302603882,      0.6998520066,                 0,       267.5794517,       300.0562787,                 0,       12197.86898,        12366.34317,                  0,         0.158804943,         0.1435717258,                    0,          297532.6699,           331004.5661,                     0,           192.7183633,             -196.85177,                      0,         192.718629,           196.85177,                   0,                142.1465012,                 142.5202361,                           0,             2.757382217e-06,             -4.188636105e-10,                          nan,                       0.737585681,                       0.7239977374,                                nan,           296.1189908,            329.4493616,                      0,            17391.57905,             17151.10573,                       0,       5.508762059,       1.734307241,                 0,                 0,                 0,       3.255139356,       3.445376831,       4.635046874,                 0,      0.3148270378
           6,     0.04737672858,       -3.72719614,      -1.290830547,       1.786609538,      -1.709404762,       3.492612262,                         5,      -4.802507888,               3,       -5.55158969,                4,      -4.196677815,   3.673812966e-08,   3.151708264e-06,            2.0736,         3.5831808,       3.494166206,          1.005648218,          -0.931250858,                     0,      0.7317877813,      0.6998598623,                 0,       268.2449621,       300.0559142,                 0,       12195.62443,        12366.22369,                  0,        0.1583813246,          0.143570513,                    0,          298392.9248,           331004.4053,                     0,           192.7067133,           -196.8548028,                      0,        192.7065897,         196.8548027,                   0,                 143.505088,                 142.5204472,                           0,            -1.282623873e-06,             -4.831589573e-10,                          nan,                      0.7446817891,                       0.7239876561,                                nan,           296.9750622,            329.4496212,                      0,            17412.73341,             17151.06025,                       0,       5.700196954,       1.754386138,                 0,                 0,                 0,       3.378930852,       3.588673357,       4.763563747,                 0,       0.307776407
           7,     0.04647338751,      -3.755269654,      -1.283263737,       1.755956146,       -1.76350722,       3.514342458,                         5,      -4.304146164,               3,       -5.27204812,                4,      -4.174019429,   4.426739499e-08,   3.785598155e-06,           2.48832,        4.29981696,       4.192999447,          1.002288335,         -0.9312573115,                     0,      0.7324595374,      0.6998682014,                 0,       268.9576065,       300.0554442,                 0,       12190.96765,        12366.09154,                  0,        0.1579012178,         0.1435692036,                    0,          299238.7278,           331004.1495,                     0,           192.6477799,           -196.8579624,                      0,        192.6470429,         196.8579623,                   0,                144.4843059,                 142.5206965,                           0,            -7.651309237e-06,             -5.484260823e-10,                          nan,                      0.7499949323,                       0.7239773025,                                nan,           297.8168672,            329.4498057,                      0,            17416.81875,              17151.0046,                       0,       5.788210928,       1.754675888,                 0,                 0,                 0,        3.43982807,       3.659798439,       4.815407418,                 0,      0.3031465007
           8,     0.04611932222,      -3.758875648,      -1.295074894,       1.752126507,      -1.819712153,       3.507726662,                         6,      -4.580191508,               3,      -4.981186949,                4,      -4.158839055,   5.342777258e-08,   4.547525244e-06,          2.985984,       5.159780352,       5.031599337,         0.9985493413,         -0.9312639133,                     0,      0.7321328947,      0.6998769378,                 0,       269.7050681,       300.0548751,                 0,       12185.11627,        12365.95118,                  0,        0.1573881011,         0.1435678464,                    0,          300044.4116,           331003.8096,                     0,           192.5558534,            -196.861219,                      0,          192.55451,         196.8612189,                   0,                144.9819012,                 142.5209786,                           0,            -1.395318593e-05,              -6.12730533e-10,                          nan,                      0.7529395246,                       0.7239667586,                                nan,           298.6188312,            329.4499147,                      0,            17403.22324,             17150.94364,                       0,       5.758027327,       1.735106001,                 0,                 0,                 0,       3.427826965,       3.646823706,       4.781856165,                 0,       0.301336882
           9,        0.04567229,      -3.745195001,       -1.32207644,       1.767625162,      -1.877962117,       3.390038163,                         6,      -4.102380873,               3,       -4.59720991,                4,      -4.150966971,    6.40951463e-08,   5.463483893e-06,         3.5831808,       6.191736422,       6.037919204,         0.9947125975,         -0.9312704753,                     0,      0.7307312756,       0.699885841,                 0,       270.4626539,       300.0542221,                 0,       12179.41404,        12365.80617,                  0,        0.1568739458,         0.1435664752,                    0,          300775.8537,           331003.3948,                     0,           192.4451632,           -196.8644863,                      0,        192.4434004,         196.8644862,                   0,                 144.921176,                 142.5212866,                           0,             -1.83192011e-05,             -6.742932879e-10,                          nan,                      0.7530586948,                        0.723956308,                                nan,           299.3469706,            329.4499456,                      0,            17372.65419,             17150.87879,                       0,       5.629000366,       1.701442322,                 0,                 0,                 0,       3.353827434,       3.562045946,       4.678929341,                 0,      0.3022636723
