"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","LM_gamma","LM_Re_t","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","LM_gamma_sep","LM_gamma_eff","Turb_index","Eddy_Viscosity","Residual_Density","Residual_Momentum_x","Residual_Momentum_y","Residual_Energy","Residual_TKE","Residual_Omega","Residual_LM_intermittency","Residual_LM_RE_THETA_T","Vorticity","Q_Criterion","Delta_Time","CFL","Turb_Delta_Time","Turb_CFL","Orthogonality","Aspect_Ratio","Volume_Ratio"
0, 0.000000000000000e+00, 0.000000000000000e+00, 2.013472954396129e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.336063500684946e+04, 1.000000000000000e-10, 2.341032247407603e+07, 5.524471032909380e-01, 6.664494788842898e+02, 1.734425400273977e+04, 3.000821549800218e+02, 0.000000000000000e+00, 1.174877403874333e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846304960859173e-05, -3.988448736921848e-04, 4.861892480065687e-04, -1.679872110611341e+01, 2.242333866242392e+00, 0.000000000000000e+00, 5.524471032909380e-01, 2.471345311864335e+03, 8.600744090557696e-19, 6.966107164128253e-09, -0.000000000000000e+00, -0.000000000000000e+00, 1.830749493566944e-03, -0.000000000000000e+00, -0.000000000000000e+00, 1.217368081232043e-07, 1.103810336056151e-05, -1.443474512418193e+05, -1.402527215599804e+08, 1.095785263581767e-07, 4.937336504862878e+00, 1.095785263581767e-07, 4.937336504862878e+00, 8.950728414113880e+01, 1.934646394847032e+00, 1.191828015720826e+00
1, -1.718054192693948e-04, 9.109824283804046e-04, 1.752261650104494e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.763459902203977e+04, 1.000000000000000e-10, 2.579646755578580e+07, 6.149991609950262e-02, 6.047625248475828e+02, 1.505383960881590e+04, 2.992806743196534e+02, 0.000000000000000e+00, 6.347245036313709e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.842510605042367e-05, 1.257096634690606e-03, 6.468192352121874e-03, -1.447716080688451e+03, 6.780418585487952e+00, 0.000000000000000e+00, 6.149991609950262e-02, 1.096941235343522e+02, 6.792645089990052e-19, 1.482023817100884e-09, -0.000000000000000e+00, -0.000000000000000e+00, -1.240694613112298e-04, -0.000000000000000e+00, -0.000000000000000e+00, 3.071433546921005e-09, 1.887837958412350e-05, -1.516466398199014e+06, -7.754833141196289e+08, 1.664637385930223e-07, 5.924803805835471e+00, 1.664637385930223e-07, 5.924803805835471e+00, 8.912460918129709e+01, 4.829284068574643e+00, 3.826516022335064e+00
2, 4.611735506634929e-02, -1.890206044284941e-02, 1.280195548377684e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.943862580100650e+04, 1.000000000000000e-10, 3.744325898706268e+07, 1.067912161633242e-01, 7.522627389673374e+02, 1.177545032040259e+04, 3.204288101754713e+02, 0.000000000000000e+00, -1.384244457289102e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.941020228846466e-05, -4.931755540819430e-04, 7.200943895575357e-04, -1.147966127566020e+03, 2.005042595968329e+00, 0.000000000000000e+00, 1.067912161633242e-01, 4.087024257685746e+03, 3.418537870327022e-19, 2.846211229909604e-07, -0.000000000000000e+00, -0.000000000000000e+00, -7.402599022385353e-03, -0.000000000000000e+00, -0.000000000000000e+00, 9.025287936344648e-08, 1.645737151482128e-04, 1.906419310024360e+05, -5.672092507789993e+07, 5.378802586415995e-08, 1.984204806802524e+00, 5.378802586415995e-08, 1.984204806802524e+00, 8.809562036213737e+01, 4.778986443742371e+00, 4.103502934401843e+00
3, 4.609287242076135e-02, -1.974636168630072e-02, 1.337183424185277e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.967631961693291e+04, 1.000000000000000e-10, 3.523254864053807e+07, 6.056723028559501e-01, 7.564498610827801e+02, 1.187052784677316e+04, 3.092497748061878e+02, 0.000000000000000e+00, -1.160021269759254e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.889359305725219e-05, 4.571965193427727e-05, 7.096599529076891e-05, -6.232099896207488e+02, 6.542890297456248e-01, 0.000000000000000e+00, 6.056723028559501e-01, 1.627995004056503e+05, 3.794921582387909e-19, 1.504143576600087e-07, -0.000000000000000e+00, -0.000000000000000e+00, -7.213672292262639e-03, -0.000000000000000e+00, -0.000000000000000e+00, 1.230163653853066e-07, 3.450474067090123e-05, 1.892927615029410e+04, -5.978097973545194e+06, 4.235430387795277e-08, 1.984204806802530e+00, 4.235430387795277e-08, 1.984204806802530e+00, 8.946205234992355e+01, 1.806627307266652e+00, 1.194886899803785e+00
4, 7.350570150613177e-04, -3.394657499262768e-04, 1.862332771490471e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.004545255232773e+04, 1.000000000000000e-10, 2.454814356317646e+07, 7.249633579485454e-02, 6.081747262768924e+02, 1.601818102093108e+04, 2.996306641939206e+02, 0.000000000000000e+00, 8.621470224385600e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.844168128342497e-05, 4.571356260054680e-03, -1.642637727725836e-04, -6.917515233678479e+02, 5.820017913269586e+00, 0.000000000000000e+00, 7.249633579485454e-02, 1.683333832420745e+02, 7.586370987256269e-19, 1.504535518535141e-08, -0.000000000000000e+00, -0.000000000000000e+00, 3.851171163246375e-03, -0.000000000000000e+00, -0.000000000000000e+00, -3.074764192238343e-09, 2.265229487038015e-05, 1.051842965380594e+06, -4.754431575241699e+08, 1.621959901270198e-07, 5.924803805835471e+00, 1.621959901270198e-07, 5.924803805835471e+00, 8.899591568721675e+01, 4.221139683296173e+00, 3.837449350062577e+00
5, 4.545777295007038e-02, -1.981128586168530e-02, 1.329865189571065e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.876184418411207e+04, 1.000000000000000e-10, 3.407936934262027e+07, 2.171937245897591e-02, 6.542006933539594e+02, 1.150473767364482e+04, 3.013696041767877e+02, 0.000000000000000e+00, -2.022671379799617e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.852389667899698e-05, 4.616279364667822e-03, -5.088243265471365e-03, -1.634318282398259e+03, 5.997860594068269e+00, 0.000000000000000e+00, 2.171937245897591e-02, 9.429183597932742e+00, 3.902142551647931e-19, 3.793057061972554e-08, -0.000000000000000e+00, -0.000000000000000e+00, -1.847725256876542e-02, -0.000000000000000e+00, -0.000000000000000e+00, 2.363141708991976e-10, -6.171344642371844e-06, 1.572960452733609e+06, -1.511035345615234e+08, 7.773511928407216e-08, 2.857254921795641e+00, 7.773511928407216e-08, 2.857254921795641e+00, 8.934288935013288e+01, 4.133121621850619e+00, 4.088912888335626e+00
686, -3.361280624494327e-05, 4.508048606400442e-05, 2.008142485943078e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.324444176627603e+04, 1.000000000000000e-10, 2.349328640099740e+07, 4.315353096209181e-01, 6.635061750724036e+02, 1.729777670651040e+04, 3.000724383768611e+02, 0.000000000000000e+00, 1.163916572323350e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846258990236050e-05, -7.175246324188551e-04, 1.016220454361298e-03, -5.748440803105040e+01, 3.146871571956090e+00, 0.000000000000000e+00, 4.315353096209181e-01, 1.106306138418988e+03, 8.547685326830845e-19, 6.859345765815169e-09, -0.000000000000000e+00, -0.000000000000000e+00, 1.694472757234076e-03, -0.000000000000000e+00, -0.000000000000000e+00, 5.617155336248079e-08, 1.089849809049142e-05, -2.857107083352222e+05, -9.882928671378326e+07, 1.119314178782732e-07, 4.937336504862878e+00, 1.119314178782732e-07, 4.937336504862878e+00, 8.975911993735730e+01, 2.060895948701305e+00, 1.038222414779984e+00
687, -6.484109783259044e-05, 9.183357187137720e-05, 1.999736212298314e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.306094939702514e+04, 1.000000000000000e-10, 2.354321991434358e+07, 3.484181661611063e-01, 6.625545125299258e+02, 1.722437975881005e+04, 3.000552475154749e+02, 0.000000000000000e+00, 1.146607226785485e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846177656065739e-05, -9.712323654804974e-04, 1.573677120371941e-03, -1.235865297301441e+02, 3.830096746902266e+00, 0.000000000000000e+00, 3.484181661611063e-01, 6.877752903867805e+02, 8.493853816423507e-19, 6.469969954274317e-09, -0.000000000000000e+00, -0.000000000000000e+00, 1.492573850312663e-03, -0.000000000000000e+00, -0.000000000000000e+00, 2.967463832986620e-08, 9.730900585948179e-06, -4.247380428526960e+05, -1.103481325062408e+08, 1.119499479638695e-07, 4.937336504862878e+00, 1.119499479638695e-07, 4.937336504862878e+00, 8.991256841746362e+01, 2.059088584218717e+00, 1.037013292427784e+00
688, -9.263179551623211e-05, 1.407083053014280e-04, 1.987358686269095e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.279092548707748e+04, 1.000000000000000e-10, 2.362507581098758e+07, 2.885817653664571e-01, 6.589605995100159e+02, 1.711637019483098e+04, 3.000307439309761e+02, 0.000000000000000e+00, 1.121135120343943e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.846061719693025e-05, -1.128160389265549e-03, 2.171186788905150e-03, -2.140694174292869e+02, 4.392571931545550e+00, 0.000000000000000e+00, 2.885817653664571e-01, 4.874000695581384e+02, 8.412036135157189e-19, 6.257463572280890e-09, -0.000000000000000e+00, -0.000000000000000e+00, 1.335112836931586e-03, -0.000000000000000e+00, -0.000000000000000e+00, 1.927381554850895e-08, 9.176187954213413e-06, -5.620156823642430e+05, -9.761485437890625e+07, 1.120165951144205e-07, 4.937336504862878e+00, 1.120165951144205e-07, 4.937336504862878e+00, 8.995955256628440e+01, 2.064285293714478e+00, 1.037038291138480e+00
689, -1.166503543332792e-04, 1.915424203007436e-04, 1.971347666846176e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.244175614617082e+04, 1.000000000000000e-10, 2.374243355704715e+07, 2.433279717849897e-01, 6.528082095105935e+02, 1.697670245846832e+04, 2.999994504593454e+02, 0.000000000000000e+00, 1.088197005273238e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.845913650915870e-05, -1.192892344795208e-03, 2.769241929981308e-03, -3.228860415054927e+02, 4.856350648886618e+00, 0.000000000000000e+00, 2.433279717849897e-01, 3.738619239905930e+02, 8.303022858444999e-19, 5.941065126512945e-09, -0.000000000000000e+00, -0.000000000000000e+00, 1.163057184439729e-03, -0.000000000000000e+00, -0.000000000000000e+00, 1.371075465859910e-08, 8.558162145091023e-06, -6.926412363870620e+05, -7.098801482046509e+07, 1.119950987936253e-07, 4.937336504862878e+00, 1.119950987936253e-07, 4.937336504862878e+00, 8.995222240940629e+01, 2.061125599628665e+00, 1.036396986196254e+00
