"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,"LinSolIterTrans", "LinSolResTrans" ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)","Avg_Massflow(blade1)", "Avg_Mach(inlet)","Avg_Mach(outlet)","Avg_Mach(blade1)", "Avg_Temp(inlet)","Avg_Temp(outlet)","Avg_Temp(blade1)","Avg_Press(inlet)","Avg_Press(outlet)","Avg_Press(blade1)","Avg_Density(inlet)","Avg_Density(outlet)","Avg_Density(blade1)","Avg_Enthalpy(inlet)","Avg_Enthalpy(outlet)","Avg_Enthalpy(blade1)","Avg_NormalVel(inlet)","Avg_NormalVel(outlet)","Avg_NormalVel(blade1)","Uniformity(inlet)","Uniformity(outlet)","Uniformity(blade1)","Secondary_Strength(inlet)","Secondary_Strength(outlet)","Secondary_Strength(blade1)","Momentum_Distortion(inlet)","Momentum_Distortion(outlet)","Momentum_Distortion(blade1)","Secondary_Over_Uniformity(inlet)","Secondary_Over_Uniformity(outlet)","Secondary_Over_Uniformity(blade1)","Avg_TotalTemp(inlet)","Avg_TotalTemp(outlet)","Avg_TotalTemp(blade1)","Avg_TotalPress(inlet)","Avg_TotalPress(outlet)","Avg_TotalPress(blade1)",   "CD(blade1)"   ,   "CL(blade1)"   ,   "CSF(blade1)"  ,   "CMx(blade1)"  ,   "CMy(blade1)"  ,   "CMz(blade1)"  ,   "CFx(blade1)"  ,   "CFy(blade1)"  ,   "CFz(blade1)"  ,  "CEff(blade1)"  
           0,     0.05691180006,      -3.110247535,      -1.627704806,        2.41295099,     -0.2561261027,       4.599590664,                         9,      -4.190998736,               3,      -4.466983779,                4,      -4.882584492,   2.026277554e-07,   1.278081137e-05,                12,              14.4,        14.2598822,         0.8814070562,         -0.8946593643,                     0,      0.6616390652,      0.6999162991,                 0,       282.7016529,       300.0089818,                 0,       12013.80969,        12363.96362,                  0,        0.1480442504,         0.1435667294,                    0,          308935.8282,           330987.4588,                     0,           180.6919246,           -189.1248021,                      0,        180.6937625,         189.1248021,                   0,                130.7259867,                 152.6302293,                           0,             2.034266517e-05,              1.702993302e-11,                          nan,                       0.723467069,                       0.8070344428,                                nan,           307.4544241,            329.4028314,                      0,             16116.1253,             17148.78937,                       0,       1.391472852,      0.4878939212,                 0,                 0,                 0,      0.7629904874,      0.7765248552,       1.253493648,                 0,        0.35063129
           1,     0.05835780001,      -3.306029558,      -1.012357996,       2.205818748,     -0.6562519261,       4.256618727,                        10,      -3.795819695,               4,      -4.641673593,                4,      -4.540675649,    2.58632111e-07,   1.551548857e-05,                12,             17.28,       16.94878863,         0.9222910028,         -0.8946431197,                     0,      0.6714290427,      0.6998580704,                 0,       272.2241684,       300.0327361,                 0,       12056.64248,         12365.5677,                  0,        0.1542952987,         0.1435739875,                    0,          298184.8149,           330996.0306,                     0,           181.4273007,           -189.1118074,                      0,        181.4260538,         189.1118074,                   0,                 128.072985,                 152.6294553,                           0,            -1.374543539e-05,             -2.844191549e-11,                          nan,                      0.7059238863,                        0.807085805,                                nan,           296.7681032,             329.424022,                      0,            16309.76379,             17150.12301,                       0,       2.674314415,      0.9549063163,                 0,                 0,                 0,       1.491302232,        1.48162098,       2.422519955,                 0,      0.3570658375
           2,         0.0581178,      -3.410792793,      -1.159626814,       2.114475623,      -1.021477624,       3.867618253,                        10,      -3.359570183,               4,      -4.117404923,                4,      -4.503315971,   2.560437192e-07,   1.884350199e-05,                12,            20.736,       20.20835849,         0.9577634971,         -0.8946495803,                     0,      0.6986967174,      0.6998391133,                 0,       267.4064253,       300.0466281,                 0,       12153.76171,        12366.27495,                  0,        0.1583395912,         0.1435755514,                    0,          294912.6314,           331001.3955,                     0,           183.5930136,           -189.1111131,                      0,        183.5896391,          189.111113,                   0,                136.9270964,                 152.6287923,                           0,            -3.676127878e-05,             -1.913341707e-10,                          nan,                      0.7458323741,                       0.8070852626,                                nan,           293.5148314,            329.4376827,                      0,            16839.88795,             17150.81378,                       0,       3.907333914,       1.298236876,                 0,                 0,                 0,       2.214917912,       2.225611049,       3.464005306,                 0,      0.3322564452
           3,     0.05691867502,      -3.528489696,      -1.303430319,       2.003825225,      -1.331668413,       3.557414448,                        10,      -2.854776751,               5,      -4.438323732,                4,      -4.476442566,   2.546781593e-07,   2.281480277e-05,               1.2,            2.0736,       2.020835849,         0.9710671765,         -0.8946670249,                     0,       0.723855063,      0.6998448408,                 0,       266.2207966,       300.0528851,                 0,       12188.83255,        12366.38392,                  0,        0.1594995062,         0.1435738226,                    0,          295522.7018,           331003.7219,                     0,           184.7792022,           -189.1170777,                      0,        184.7795333,         189.1170777,                   0,                148.0291294,                 152.6286032,                           0,             3.583256828e-06,             -3.406506188e-10,                          nan,                      0.8011121511,                       0.8070588074,                                nan,           294.1205479,            329.4450337,                      0,            17277.49236,             17151.05256,                       0,       5.089030465,       1.526275065,                 0,                 0,                 0,       2.939084569,       3.002058735,       4.383536243,                 0,      0.2999147039
           4,     0.05356136002,      -3.654012833,       -1.34363392,       1.868801653,      -1.600912135,       3.383528498,                         4,      -4.819885508,               2,      -4.165418183,                4,      -4.429794974,   2.539260702e-08,   2.293811929e-06,              1.44,           2.48832,       2.425003019,         0.9698195781,         -0.8946751583,                     0,      0.7271953209,      0.6998473639,                 0,       266.7558346,       300.0565498,                 0,       12191.85791,        12366.45619,                  0,        0.1592175595,         0.1435729081,                    0,          296377.7027,            331004.864,                     0,           184.8655172,           -189.1200016,                      0,        184.8664318,         189.1200015,                   0,                150.0499237,                 152.6287385,                           0,             9.895071085e-06,             -4.016340593e-10,                          nan,                       0.811666684,                       0.8070470453,                                nan,           294.9699509,            329.4492692,                      0,            17334.48281,             17151.19141,                       0,         5.3962037,        1.56151276,                 0,                 0,                 0,       3.128588837,        3.21898623,       4.603853183,                 0,      0.2893724639
           5,     0.05174443335,      -3.682807458,      -1.316973448,       1.836339719,      -1.654763462,       3.474428405,                         4,      -4.347427306,               2,      -4.054449404,                4,      -4.388602634,   3.050699097e-08,   2.754803748e-06,             1.728,          2.985984,       2.910003623,         0.9679628117,         -0.8946825662,                     0,      0.7300850111,      0.6998548205,                 0,       267.3486699,       300.0562541,                 0,       12192.45544,        12366.34824,                  0,        0.1588712369,         0.1435717964,                    0,          297262.5468,           331004.7732,                     0,           184.9123908,            -189.123032,                      0,        184.9134118,         189.1230319,                   0,                151.9122767,                 152.6289158,                           0,             1.104342364e-05,              -4.77447748e-10,                          nan,                      0.8215319552,                       0.8070350513,                                nan,           295.8503232,            329.4495709,                      0,            17381.20466,             17151.15582,                       0,       5.671974062,       1.587407936,                 0,                 0,                 0,       3.300620352,       3.417341411,       4.797179525,                 0,      0.2798686875
           6,     0.05026700002,      -3.719700765,      -1.292380371,       1.795794835,      -1.708069535,       3.498258484,                         5,      -4.842578281,               3,       -5.60414631,                4,      -4.349354594,   3.669867155e-08,   3.308496192e-06,            2.0736,         3.5831808,       3.492004347,         0.9655128935,         -0.8946895563,                     0,      0.7323043651,      0.6998627238,                 0,       268.0006981,       300.0558491,                 0,       12190.73291,        12366.22311,                  0,         0.158461729,         0.1435705374,                    0,          298162.1349,           331004.5695,                     0,           184.9209673,           -189.1261681,                      0,        184.9217401,          189.126168,                   0,                153.5050844,                 152.6291387,                           0,             8.358453662e-06,             -5.624655186e-10,                          nan,                      0.8301083705,                       0.8070228478,                                nan,            296.745526,            329.4497901,                      0,            17414.15176,             17151.10324,                       0,       5.877005092,       1.599767479,                 0,                 0,                 0,       3.431135655,       3.569144069,       4.935550167,                 0,       0.272207945
           7,      0.0492966125,      -3.749056801,       -1.28319896,       1.763668868,      -1.762340145,       3.520768112,                         5,      -4.350658129,               3,      -5.328116977,                4,      -4.318324031,   4.421564276e-08,   3.973599024e-06,           2.48832,        4.29981696,       4.190405217,         0.9625556015,         -0.8946964751,                     0,       0.733624931,      0.6998710398,                 0,       268.7108468,       300.0553469,                 0,       12187.28271,         12366.0866,                  0,        0.1579979893,         0.1435691928,                    0,          299056.5421,           331004.2733,                     0,           184.8964364,           -189.1294019,                      0,        184.8967506,         189.1294018,                   0,                154.7082845,                  152.629406,                           0,             3.397840586e-06,             -6.512835826e-10,                          nan,                      0.8367279791,                       0.8070104622,                                nan,           297.6356926,            329.4499372,                      0,            17430.35087,             17151.04119,                       0,       5.975022257,       1.595933293,                 0,                 0,                 0,       3.497534712,       3.647832984,       4.994117397,                 0,      0.2671008114
           8,     0.04896844445,      -3.753566603,       -1.29401833,        1.75861896,      -1.818742172,       3.514588294,                         6,      -4.650147943,               3,       -5.04094541,                4,      -4.293777191,   5.335994547e-08,   4.772591919e-06,          2.985984,       5.159780352,        5.02848626,         0.9592438082,         -0.8947034732,                     0,      0.7338370231,      0.6998796514,                 0,       269.4696904,       300.0547591,                 0,       12183.04075,        12365.94401,                  0,        0.1574982384,         0.1435678187,                    0,          299917.8198,           331003.8989,                     0,            184.845965,           -189.1326914,                      0,        184.8457493,         189.1326914,                   0,                155.4040237,                 152.6297124,                           0,            -2.334075026e-06,             -7.410371206e-10,                          nan,                      0.8407227339,                       0.8069980462,                                nan,           298.4929776,            329.4500153,                      0,            17427.65313,             17150.97524,                       0,       5.949840736,       1.576594734,                 0,                 0,                 0,       3.489028335,       3.640379538,       4.963254231,                 0,      0.2649809976
           9,     0.04832955999,      -3.739909582,      -1.320654255,       1.773946254,      -1.877043317,       3.395633031,                         6,      -4.171640029,               3,      -4.659140748,                4,      -4.276511984,   6.407877287e-08,   5.732319598e-06,         3.5831808,       6.191736422,       6.034183512,         0.9557787991,         -0.8947103377,                     0,      0.7327902226,       0.699888304,                 0,       270.2550028,       300.0541057,                 0,       12179.05384,        12365.79967,                  0,        0.1569893392,         0.1435664555,                    0,          300708.4738,           331003.4586,                     0,           184.7760353,           -189.1359384,                      0,        184.7753487,         189.1359383,                   0,                155.4951936,                 152.6300519,                           0,            -7.430978958e-06,             -8.294400722e-10,                          nan,                      0.8415364637,                       0.8069859872,                                nan,           299.2800412,            329.4500246,                      0,            17405.10886,             17150.90747,                       0,       5.820764153,       1.546956013,                 0,                 0,                 0,        3.41623865,       3.558538593,       4.859132773,                 0,      0.2657651078
