s,TI_1.0,TI_1.5,TI_2.0,TI_2.5,TI_3.0,TI_3.5,TI_4.0,TI_4.5,TI_5.0
1.0,0.7511846643195288,0.7476619501296285,0.735736616744631,0.7477900198113691,0.7505451137209291,0.7347277097238489,0.7507892539690647,0.7513969997793931,0.7502917285047719
0.9991768544921017,0.7519631602878438,0.7482301804534935,0.7360006974984314,0.7483274331473221,0.7515793165108806,0.7348915025506534,0.7517169603321233,0.7523574104373347,0.7513092527244939
0.9983537370607453,0.7531732726740695,0.7492942297678904,0.7368151279119718,0.7493647047157259,0.7531524663642035,0.7355843853508747,0.7531381461653074,0.7538142804400858,0.7528464402412671
0.9975307306941755,0.7546633584457211,0.7507701104408065,0.7382622523370467,0.7508545715528396,0.7550652138558605,0.7369049434724125,0.7548402755886643,0.7555484956102053,0.7546868668008535
0.9967077787981572,0.7559753588811434,0.7522925646440447,0.7400312871692724,0.7524333174289863,0.7568299895722098,0.7385759255888965,0.7563681256010086,0.7570959885005685,0.7563683040996684
0.9958849462919853,0.7565565176685431,0.7532477986088314,0.7414969942181661,0.7535069223200408,0.7577388081418006,0.7399996761284945,0.7570636312071077,0.7577900952268998,0.7571987701601745
0.9950622730594597,0.756846941812121,0.7538041104664884,0.742473525143005,0.7541321702552701,0.7579950634257536,0.7410348230543775,0.7572775570640629,0.7579788333764932,0.7574854130119449
0.9942397858929857,0.7590296687908719,0.7558746549206703,0.7445445523527734,0.7561923945591188,0.7598748313134135,0.7431786609083221,0.7592679368784339,0.7599449122389932,0.7594051529675887
0.993417458016236,0.7653146978052441,0.7619012697256418,0.7503107598956885,0.7621810691575219,0.7660072382180045,0.7489422777515764,0.7654726982411024,0.7661484871123673,0.7655418243243053
0.9925951700460338,0.7761646246702784,0.7725428741372267,0.7607080611499026,0.7728125180725085,0.7769161735358147,0.75925790517369,0.776340804696138,0.7770365195547294,0.7764338242008318
0.9917727754025045,0.7907123768472256,0.786913230360889,0.7747983173386874,0.7871816964747157,0.791669596734022,0.7732092595928394,0.7909944773045638,0.7917335840841587,0.7911504087192525
0.9909501977728773,0.8065538979493194,0.8025666628934024,0.7900959939775204,0.8028310731091044,0.8077913726401458,0.7883193925349953,0.8069931672960398,0.8077973008205391,0.80720177460137
0.9901274277130946,0.8189910293600818,0.8148830491355611,0.8021288925084892,0.8151412557036631,0.8204823190632254,0.8001724796082685,0.8195759796999758,0.820444692189587,0.8198067868630728
0.9893045357954375,0.823963951541558,0.8199051134086748,0.8070815797449874,0.8201584701338198,0.8256260684929916,0.8050129510447298,0.8246639370458139,0.8255737142924819,0.8248755912411283
0.9884814574111288,0.8213293501438043,0.8174784063790181,0.8047915446550875,0.817728037786578,0.8230820427276581,0.8026905718060402,0.822119846435941,0.8230426306982134,0.8222823397296243
0.9876583213081795,0.812798105962896,0.8092331516325958,0.796876294722782,0.809478398556518,0.8144921881424713,0.7948223179186577,0.8135879966044166,0.8144928412755635,0.8136769098320906
0.9834817301318814,0.7705438531681258,0.7681231174996274,0.7572632011446088,0.7683655220876803,0.7717083805231155,0.7555966797607541,0.7711377922777762,0.7719061205404542,0.7709369571849828
